Grant Name,Sponsor,Link,Opp ID,Opportunity Number,Open Date,Deadline,Status
Updated National Dislocated Worker Grant Program Guidance and Application Information (ETA-TEGL-09-24),Employment and Training Administration,https://www.grants.gov/search-results-detail/357771,357771,ETA-TEGL-09-24,12/17/2024,12/31/2026,posted
Request For Information - Slip-On Tankers (D23RFI0001),Interior Business Center,https://www.grants.gov/search-results-detail/350138,350138,D23RFI0001,09/07/2023,,forecasted
Securing Fair and Reliable Critical Mineral Supply Chains (FOA-ILAB-25-15),Bureau of International Labor Affairs,https://www.grants.gov/search-results-detail/360111,360111,FOA-ILAB-25-15,08/27/2025,09/26/2025,posted
NRL Long Range Broad Agency Announcement (BAA) for Basic and Applied Research (N00173-24-S-BA01),Naval Research Laboratory,https://www.grants.gov/search-results-detail/352741,352741,N00173-24-S-BA01,03/01/2024,09/30/2025,posted
F25AS00285 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 1 (F25AS00285),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360078,360078,F25AS00285,07/21/2025,09/19/2025,posted
Research Interests of the United States Air Force Academy (formerly USAFA-BAA-2021) (FA7000-21-S-0001),Air Force Academy,https://www.grants.gov/search-results-detail/330175,330175,FA7000-21-S-0001,12/02/2020,,posted
Partnerships with MCC Program (95332419N0001),Millennium Challenge Corporation,https://www.grants.gov/search-results-detail/314279,314279,95332419N0001,03/26/2019,03/31/2027,posted
F25AS00289 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 2 (F25AS00289),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360079,360079,F25AS00289,07/21/2025,10/20/2025,posted
F25AS00287 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 3 (F25AS00287),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360080,360080,F25AS00287,07/21/2025,09/19/2025,posted
F25AS00288 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 4 (F25AS00288),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360081,360081,F25AS00288,07/21/2025,10/20/2025,posted
F25AS00294 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 8 (F25AS00294),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360086,360086,F25AS00294,07/21/2025,09/19/2025,posted
F25AS00290 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 6 (F25AS00290),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360083,360083,F25AS00290,07/21/2025,09/19/2025,posted
FY 2024 Atlantic Salmon Habitat Restoration Partnership Grants (NOAA-NMFS-HCPO-2024-25198),DOC NOAA - ERA Production,https://www.grants.gov/search-results-detail/352198,352198,NOAA-NMFS-HCPO-2024-25198,02/05/2024,03/31/2026,posted
F25AS00292 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 7 (F25AS00292),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360084,360084,F25AS00292,07/21/2025,09/19/2025,posted
Bluff Wetland 60% Design (R25AS00295),Bureau of Reclamation,https://www.grants.gov/search-results-detail/360289,360289,R25AS00295,08/13/2025,10/17/2025,posted
Port Infrastructure Development Program (MA-PID-25-001),Maritime Administration,https://www.grants.gov/search-results-detail/358404,358404,MA-PID-25-001,01/31/2025,09/10/2025,posted
NOAA Great Lakes Fish Habitat Restoration Partnership Grants (NOAA-NMFS-HCPO-2024-28122),DOC NOAA - ERA Production,https://www.grants.gov/search-results-detail/356231,356231,NOAA-NMFS-HCPO-2024-28122,08/27/2024,,posted
UNITED STATES MILITARY ACADEMY Broad Agency Announcement (W911NF-20-S-0008),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/325932,325932,W911NF-20-S-0008,04/01/2020,03/31/2027,posted
FY 2023 EDA Public Works and Economic Adjustment Assistance Programs (PWEAA2023),Economic Development Administration,https://www.grants.gov/search-results-detail/346815,346815,PWEAA2023,03/14/2023,,posted
Small Surface Water and Groundwater Storage Projects (Small Storage Program) (R25AS00270),Bureau of Reclamation,https://www.grants.gov/search-results-detail/360059,360059,R25AS00270,07/17/2025,04/17/2026,posted
"Native American Affairs: Emergency Drought Relief for Tribes Inflation Reduction Act of 2022, Section 80004 (R25AS00275)",Bureau of Reclamation,https://www.grants.gov/search-results-detail/359950,359950,R25AS00275,07/08/2025,10/14/2025,posted
FY26 BROWNFIELDS JOB TRAINING (JT) GRANTS (EPA-I-OLEM-OBLR-25-01),Environmental Protection Agency,https://www.grants.gov/search-results-detail/358898,358898,EPA-I-OLEM-OBLR-25-01,07/21/2025,09/26/2025,posted
Native American Affairs: Technical Assistance to Tribes for Fiscal Year 2025 (R25AS00293),Bureau of Reclamation,https://www.grants.gov/search-results-detail/360110,360110,R25AS00293,07/22/2025,10/28/2025,posted
F25AS00286 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 5 (F25AS00286),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360082,360082,F25AS00286,07/21/2025,09/19/2025,posted
FY 2023 Disaster Supplemental (EDA-DISASTER-2023),Economic Development Administration,https://www.grants.gov/search-results-detail/347414,347414,EDA-DISASTER-2023,04/24/2023,,posted
Outdoor Recreation Legacy Partnership Program (ORLP) Recurring Notice 5 Year (P25AS00189),National Park Service,https://www.grants.gov/search-results-detail/357672,357672,P25AS00189,12/11/2024,11/01/2029,posted
Somalia Operational Mentorship and Sustainment Capacity Building (DFOP0017536),Bureau of Political-Military Affairs - WRA,https://www.grants.gov/search-results-detail/360248,360248,DFOP0017536,08/06/2025,09/03/2025,posted
MAGNETIC ACCELERATION GENERATING NEW INNOVATIONS AND TACTICAL OUTCOMES SBIR/STTR (MAGNITO SBIR/STTR) (DE-FOA-0003591),Advanced Research Projects Agency Energy ,https://www.grants.gov/search-results-detail/360356,360356,DE-FOA-0003591,08/25/2025,09/24/2025,posted
BROAD AGENCY ANNOUNCEMENT (BAA) for Extramural Biomedical and Human Performance Research and Development Department of Defense (HT9425-23-S-SOC1),Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/349586,349586,HT9425-23-S-SOC1,07/27/2023,07/31/2028,posted
NSWC Dahlgren BAA N00178-25-0002 (N00178-25-0002),NSWC Dahlgren,https://www.grants.gov/search-results-detail/356715,356715,N00178-25-0002,10/15/2024,10/14/2025,posted
Defense Production Act Title III Expansion of Domestic Production Capability and Capacity (FA8650-19-S-5010),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/318351,318351,FA8650-19-S-5010,07/12/2019,07/12/2026,posted
Boosting Innovative GEOINT - Science &amp; Technology  Broad Agency Announcement (BIG-ST BAA) (HM047623BAA0001),National Geospatial-Intelligence Agency ,https://www.grants.gov/search-results-detail/351404,351404,HM047623BAA0001,12/15/2023,12/14/2026,posted
