Grant Name,Sponsor,Link,Opp ID,Opportunity Number,Open Date,Deadline,Status
Economic and Modeling Analyses to Support Immunization Policy and Programs (RFA-IP-26-032),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/360198,360198,RFA-IP-26-032,08/01/2025,,forecasted
Preparedness for and Prevention of Severe Disease and Sequelae of Respiratory Viruses and Other Respiratory Pathogens (RFA-IP-26-100),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/360203,360203,RFA-IP-26-100,08/01/2025,,forecasted
Collaborative Surveys to Provide Inputs into Vaccine-Related Economic Evaluations (RFA-IP-26-097),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/360201,360201,RFA-IP-26-097,08/01/2025,,forecasted
Linguistics Program - Doctoral Dissertation Research Improvement Grants (20-538),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/323597,323597,20-538,01/11/2020,01/15/2026,posted
Developmental Sciences (24-544),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/352455,352455,24-544,02/15/2024,01/30/2026,posted
Promoting Resources and Opportunities for People with Autism and Fragile X and their Families Across the Lifespan (CDC-RFA-DD-26-0025),Centers for Disease Control - NCBDDD,https://www.grants.gov/search-results-detail/360357,360357,CDC-RFA-DD-26-0025,08/25/2025,,forecasted
BJA FY25 Invited to Apply- Regional Information Sharing Systems (O-BJA-2025-172437),Bureau of Justice Assistance,https://www.grants.gov/search-results-detail/360358,360358,O-BJA-2025-172437,08/25/2025,09/02/2025,posted
FY 2025 Preschool Development Grant Birth Through Five (PDG B-5) Systems-Building Grant (HHS-2025-ACF-ECD-TP-0016),Administration for Children and Families,https://www.grants.gov/search-results-detail/355578,355578,HHS-2025-ACF-ECD-TP-0016,07/22/2024,,forecasted
"Homeless Veterans&rsquo; Reintegration Program (HVRP), Incarcerated Veterans&rsquo; Transition Program (IVTP), and the Homeless Women Veterans' and Homeless Veterans' with Children Reintegration Grant Program (HWVHVWC) (referred to collectively as HVRP) (FOA-VETS-26-01)",Veterans Employment and Training Service,https://www.grants.gov/search-results-detail/360161,360161,FOA-VETS-26-01,07/28/2025,,forecasted
Optimal Treatment Strategies for use of Anti-Obesity Medications (AOMs) in Children and Adolescents Clinical Centers (RFA-DK-27-121),National Institutes of Health,https://www.grants.gov/search-results-detail/360387,360387,RFA-DK-27-121,08/28/2025,,forecasted
Department of Defense HIV/AIDS Prevention Program (W81XWH-22-DHAPP),Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/343653,343653,W81XWH-22-DHAPP,09/19/2022,09/18/2027,posted
National Center on Child Maltreatment Fatality Data Practices and Reporting (HHS-2025-ACF-ACYF-CA-0074),Administration for Children and Families - ACYF/CB,https://www.grants.gov/search-results-detail/355699,355699,HHS-2025-ACF-ACYF-CA-0074,01/14/2025,01/22/2026,posted
Service Area Competition (HRSA-26-002),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360116,360116,HRSA-26-002,07/22/2025,09/22/2025,posted
Service Area Competition (HRSA-26-006),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360139,360139,HRSA-26-006,07/24/2025,11/10/2025,posted
Service Area Competition (HRSA-26-005),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360138,360138,HRSA-26-005,07/24/2025,10/10/2025,posted
Service Area Competition (HRSA-26-004),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360137,360137,HRSA-26-004,07/24/2025,09/29/2025,posted
National Center for Construction Safety and Health Research and Translation (U54) (RFA-OH-24-001),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/345738,345738,RFA-OH-24-001,09/13/2023,12/01/2026,posted
Rare Diseases Clinical Research Consortia (RDCRC) for the Rare Diseases Clinical Research Network (RDCRN) (U54 Clinical Trial Optional) (PAR-25-438),National Institutes of Health,https://www.grants.gov/search-results-detail/358818,358818,PAR-25-438,06/05/2025,10/16/2025,posted
FY25 VIETNAM WARTIME ACCOUNTING INITIATIVE COOPERATIVE AGREEMENTS (HQ003425NFOEASD10),Washington Headquarters Services,https://www.grants.gov/search-results-detail/360390,360390,HQ003425NFOEASD10,08/28/2025,09/28/2025,posted
Notice of Intent to Publish a Notice of Funding Opportunity Announcement for NGO Programs Benefiting Displaced Iraqis and Syrian Refugees (PRM-ANE-NOI-01),Bureau of Population Refugees and Migration,https://www.grants.gov/search-results-detail/322537,322537,PRM-ANE-NOI-01,11/15/2019,,forecasted
STARBASE Cherry Point (N6852025RFPREQJC000000135),NAVAIR,https://www.grants.gov/search-results-detail/358672,358672,N6852025RFPREQJC000000135,04/16/2025,,forecasted
Legacy Resource Management Program (HQ003423NFOEASD07),Washington Headquarters Services,https://www.grants.gov/search-results-detail/348830,348830,HQ003423NFOEASD07,06/21/2023,06/20/2026,posted
U.S. Embassy Buenos Aires PAS Strategic Programs (PAS-AR200-FY25-05),U.S. Mission to Argentina,https://www.grants.gov/search-results-detail/358695,358695,PAS-AR200-FY25-05,04/17/2025,,forecasted
Defense Security Cooperation University - Research Grants (HQ003423NFOEASD17),Washington Headquarters Services,https://www.grants.gov/search-results-detail/349804,349804,HQ003423NFOEASD17,08/08/2023,08/07/2028,posted
Commercial Fishing Occupational Safety Training Project Grants (T03) (RFA-OH-22-006),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/334972,334972,RFA-OH-22-006,07/11/2022,01/31/2028,posted
Commercial Fishing Occupational Safety Research Cooperative Agreement (U01) (RFA-OH-22-005),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/334971,334971,RFA-OH-22-005,07/08/2022,01/31/2028,posted
State Loan Repayment Program (State LRP) (HRSA-26-015),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/355777,355777,HRSA-26-015,07/24/2025,01/12/2026,posted
Agriculture and Food Research Initiative Competitive Grants Program Foundational and Applied Science Program (USDA-NIFA-AFRI-011134),National Institute of Food and Agriculture,https://www.grants.gov/search-results-detail/360205,360205,USDA-NIFA-AFRI-011134,08/01/2025,12/31/2026,posted
Disaster Assistance for State Units on Aging (SUAs) and Tribal Organizations in Major Disasters Declared by the President (HHS-2025-ACL-AOA-DASG-0006),Administration for Community Living,https://www.grants.gov/search-results-detail/355884,355884,HHS-2025-ACL-AOA-DASG-0006,10/10/2024,09/02/2025,posted
Notice of Intent:  Program to End Modern Slavery FY 2025 (DFOP0017042),Office to Monitor-Combat Trafficking in Persons,https://www.grants.gov/search-results-detail/358289,358289,DFOP0017042,01/16/2025,01/01/2099,posted
NDEP STEM Open NFO (HQ003423NFOEASD01),Washington Headquarters Services,https://www.grants.gov/search-results-detail/345938,345938,HQ003423NFOEASD01,02/09/2023,02/08/2028,posted
2026 Low Income Taxpayer Clinic (TREAS-GRANTS-042026-001),Low Income Taxpayer Clinic ,https://www.grants.gov/search-results-detail/358958,358958,TREAS-GRANTS-042026-001,05/14/2025,,forecasted
U.S. Consulate General Surabaya PAS Annual program Statement (PAS-SURABAYA-FY20-01),U.S. Mission to Indonesia,https://www.grants.gov/search-results-detail/324686,324686,PAS-SURABAYA-FY20-01,02/21/2020,,forecasted
Tribal Injury Prevention Cooperative Agreement Program (HHS-2026-IHS-IPP-0001),Indian Health Service,https://www.grants.gov/search-results-detail/360077,360077,HHS-2026-IHS-IPP-0001,07/21/2025,11/13/2025,posted
DOD Defense Health Agency (DHA) Research &amp; Development FY23-FY27 BROAD AGENCY ANNOUNCEMENT for Extramural Medical Research (HT942523SBAA1),Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/343725,343725,HT942523SBAA1,09/22/2022,09/30/2027,posted
Public Health Crisis Response Cooperative Agreement (CDC-RFA-TP22-2201),Centers for Disease Control - OPHPR,https://www.grants.gov/search-results-detail/337086,337086,CDC-RFA-TP22-2201,01/13/2022,02/11/2027,posted
Leading Edge Acceleration Projects (LEAP) in Health Information Technology (NAP-AX-22-001),Office of the National Coordinator,https://www.grants.gov/search-results-detail/341131,341131,NAP-AX-22-001,06/14/2022,09/30/2027,posted
Tactical Behaviors for Autonomous Maneuver (W911NF-22-S-0011),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/339728,339728,W911NF-22-S-0011,04/22/2022,,posted
Solomon Islands Threshold Program Industry Day (SI-INDUSTRY-DAY),Millennium Challenge Corporation,https://www.grants.gov/search-results-detail/331415,331415,SI-INDUSTRY-DAY,02/10/2021,,forecasted
Fundamental Research to Counter Weapons of Mass Destruction (HDTRA1-25-S-0001),Defense Threat Reduction Agency,https://www.grants.gov/search-results-detail/356612,356612,HDTRA1-25-S-0001,10/01/2024,09/30/2034,posted
NSWC Dahlgren BAA N00178-25-0002 (N00178-25-0002),NSWC Dahlgren,https://www.grants.gov/search-results-detail/356715,356715,N00178-25-0002,10/15/2024,10/14/2025,posted
Broad Agency Announcement for Fundamental AI Research (W519TC-25-S-0001),Army Contracting Command Rock Island,https://www.grants.gov/search-results-detail/358687,358687,W519TC-25-S-0001,04/16/2025,,forecasted
Department of Defense Research and Education Program for Historically Black Colleges and Universities and Minority-Serving Institutions (HBCU/MI) (W911NF24S0009),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/355730,355730,W911NF24S0009,08/01/2024,07/31/2029,posted
Leveling the Field for American Workers in U.S.-Mexico Trade (FOA-ILAB-25-43),Bureau of International Labor Affairs,https://www.grants.gov/search-results-detail/360092,360092,FOA-ILAB-25-43,08/27/2025,09/26/2025,posted
Revitalizing Domestic Manufacturing by Developing the Next Generation of America&rsquo;s Shipbuilders through International Partnerships (FOA-ILAB-25-45),Bureau of International Labor Affairs,https://www.grants.gov/search-results-detail/360093,360093,FOA-ILAB-25-45,08/27/2025,09/26/2025,posted
Defense Sciences Office (DSO) Office-wide BAA (HR001125S0013),DARPA - Defense Sciences Office,https://www.grants.gov/search-results-detail/359239,359239,HR001125S0013,06/03/2025,06/02/2026,posted
Defense Production Act Title III Expansion of Domestic Production Capability and Capacity (FA8650-19-S-5010),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/318351,318351,FA8650-19-S-5010,07/12/2019,07/12/2026,posted
Boosting Innovative GEOINT - Science &amp; Technology  Broad Agency Announcement (BIG-ST BAA) (HM047623BAA0001),National Geospatial-Intelligence Agency ,https://www.grants.gov/search-results-detail/351404,351404,HM047623BAA0001,12/15/2023,12/14/2026,posted
Research and Development (RAD) Directed Energy (RD) University Assistance Instruments (RDK-RAD-FOA-2024),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/355499,355499,RDK-RAD-FOA-2024,07/18/2024,07/18/2029,posted
Fiscal Year (FY) 2026 Department of Defense Multidisciplinary Research Program of the University Research Initiative (MURI) Department of Defense Army (W911NF25S0004),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/358532,358532,W911NF25S0004,03/05/2025,09/05/2025,posted
