Grant Name,Sponsor,Link,Open Date,Deadline,Status,Relevance,EQORE Fit,Ease of Use,Match %,Opp ID,Opportunity Number
Forecast to Renew the Notice of Funding Opportunity Announcement for the Multiple Chronic Disease Research Centers (FOR-MD-25-002),National Institutes of Health,https://www.grants.gov/search-results-detail/358870,05/12/2025,,forecasted,,,,,358870,FOR-MD-25-002
HEAL Initiative: HEALthy Brain and Child Development (HBCD) Study (Collaborative U01- Clinical Trial Not Allowed) (FOR-DA-26-002),National Institutes of Health,https://www.grants.gov/search-results-detail/358822,05/05/2025,,forecasted,,,,,358822,FOR-DA-26-002
National Center on Program Management and Quality Assurance (HHS-2026-ACF-OHS-HC-0103),Administration for Children and Families - OHS,https://www.grants.gov/search-results-detail/359837,06/26/2025,,forecasted,,,,,359837,HHS-2026-ACF-OHS-HC-0103
"National Center on Head Start Early Learning, Health and Family Engagement (HHS-2026-ACF-OHS-HC-0002)",Administration for Children and Families - OHS,https://www.grants.gov/search-results-detail/359836,06/26/2025,,forecasted,,,,,359836,HHS-2026-ACF-OHS-HC-0002
Improving Working Conditions in the Processing of Waste from Electrical and Electronic Equipment (E-Waste) (RFI-ILAB-25-01),Bureau of International Labor Affairs,https://www.grants.gov/search-results-detail/357899,12/23/2024,,forecasted,,,,,357899,RFI-ILAB-25-01
"Leveraging Network Infrastructure to Conduct Innovative Research for Women, Children, Pregnant and Lactating Women, and Persons with Disabilities (UG3/UH3 - Clinical Trial Optional) (PAR-25-311)",National Institutes of Health,https://www.grants.gov/search-results-detail/357730,12/16/2024,11/15/2027,posted,,,,,357730,PAR-25-311
Native Hawaiian Resource Center on Domestic Violence (HHS-2025-ACF-OFVPS-FV-0027),Administration for Children and Families - OFVPS,https://www.grants.gov/search-results-detail/355628,08/22/2025,09/02/2025,posted,,,,,355628,HHS-2025-ACF-OFVPS-FV-0027
Securing Fair and Reliable Critical Mineral Supply Chains (FOA-ILAB-25-15),Bureau of International Labor Affairs,https://www.grants.gov/search-results-detail/360111,08/27/2025,09/26/2025,posted,,,,,360111,FOA-ILAB-25-15
Rural Community Development Program (RCD) Water and Wastewater Treatment Systems Training and Technical Assistance Project (HHS-2025-ACF-OCS-EF-0177),Administration for Children and Families - OCS,https://www.grants.gov/search-results-detail/355619,07/25/2024,,forecasted,,,,,355619,HHS-2025-ACF-OCS-EF-0177
Community Economic Development Projects (HHS-2025-ACF-OCS-EE-0118),Administration for Children and Families - OCS,https://www.grants.gov/search-results-detail/355604,07/24/2024,,forecasted,,,,,355604,HHS-2025-ACF-OCS-EE-0118
U.S. Embassy Praia Ambassador&rsquo;s Special Self-Help (SSH) Program (AFPRA-20-04),U.S. Mission to Cape Verde,https://www.grants.gov/search-results-detail/325599,03/19/2020,,posted,,,,,325599,AFPRA-20-04
Clinical Trials Addressing Unmet Needs of Rare Neurodegenerative Diseases (R01) Clinical Trials Required (FOR-FD-25-001),Food and Drug Administration,https://www.grants.gov/search-results-detail/356054,08/14/2024,,forecasted,,,,,356054,FOR-FD-25-001
Assessment and Evaluation of Emerging Health Conditions Relevant to the World Trade Center Health Program (U01) (RFA-OH-26-002),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/356164,08/22/2024,,forecasted,,,,,356164,RFA-OH-26-002
Health Equity Data Access Program (HEDAP) (CMS-2L2-25-001),Centers for Medicare & Medicaid Services,https://www.grants.gov/search-results-detail/355646,07/25/2024,,forecasted,,,,,355646,CMS-2L2-25-001
Studies Addressing Rare Neurodegenerative Diseases including ALS (FOR-FD-25-006),Food and Drug Administration,https://www.grants.gov/search-results-detail/356046,08/14/2024,,forecasted,,,,,356046,FOR-FD-25-006
Lifespan Respite Care Program: Grants to New States and States Re-Establishing Their Core Respite Infrastructures (HHS-2025-ACL-AOA-LRLR-0005),Administration for Community Living,https://www.grants.gov/search-results-detail/355795,08/01/2024,,forecasted,,,,,355795,HHS-2025-ACL-AOA-LRLR-0005
Early Immune System Development and Ontogeny (R01 Clinical Trial Optional) (PAR-25-362),National Institutes of Health,https://www.grants.gov/search-results-detail/357937,12/30/2024,01/07/2029,posted,,,,,357937,PAR-25-362
Adult-Adolescent Brain Cognitive Development (A-ABCD) Study Renewal-Research Project Sites (U01) (FOR-DA-27-002),National Institutes of Health,https://www.grants.gov/search-results-detail/358885,05/28/2025,,forecasted,,,,,358885,FOR-DA-27-002
Martin Delaney Collaboratories for HIV Cure Research (FOR-AI-27-001),National Institutes of Health,https://www.grants.gov/search-results-detail/359663,06/10/2025,,forecasted,,,,,359663,FOR-AI-27-001
Limited Competition for the HEAL Initiative: HEALthy Brain and Child Development (HBCD) Study &ndash; Coordinating Administrative Core and Data Coordinating Center (U24 Clinical Trial Not Allowed) (FOR-DA-26-003),National Institutes of Health,https://www.grants.gov/search-results-detail/358853,05/09/2025,,forecasted,,,,,358853,FOR-DA-26-003
Forecast for NINDS Child Neurologist Career Development Program (CNCDP) (K12 - Clinical Trial Not Allowed) (FOR-NS-25-006),National Institutes of Health,https://www.grants.gov/search-results-detail/358860,05/09/2025,,forecasted,,,,,358860,FOR-NS-25-006
Research Opportunities in Crisis Response Services for Suicide Prevention (R01 Clinical Trial Optional) (RFA-MH-25-135),National Institutes of Health,https://www.grants.gov/search-results-detail/354934,06/13/2024,10/08/2025,posted,,,,,354934,RFA-MH-25-135
"Adult-Adolescent Brain Cognitive Development (A-ABCD) Study Renewal-Data Analysis, Informatics and Resource Center, and Coordinating Center (U24) (FOR-DA-27-007)",National Institutes of Health,https://www.grants.gov/search-results-detail/359275,06/06/2025,,forecasted,,,,,359275,FOR-DA-27-007
"Notice of Intent to Publish a Funding Opportunity Announcement for HIV Pediatric, Adolescent and Maternal Clinical Trials (NOT-HD-25-007)",National Institutes of Health,https://www.grants.gov/search-results-detail/358992,06/25/2025,,forecasted,,,,,358992,NOT-HD-25-007
Viral INfections in the Young Lung- The VINYL Clinical Consortium- Data Analytics and Coordinating Center (DACC) (U24 Clinical Trial Optional) (FOR-HL-25-033),National Institutes of Health,https://www.grants.gov/search-results-detail/359952,07/08/2025,,forecasted,,,,,359952,FOR-HL-25-033
Viral INfections in the Young Lung- The VINYL Clinical Consortium (UG3/UH3 Clinical Trial Optional) (FOR-HL-25-032),National Institutes of Health,https://www.grants.gov/search-results-detail/359951,07/08/2025,,forecasted,,,,,359951,FOR-HL-25-032
Novel Experiential Technologies Assisting Individual Learning (NExT AI) Hubs (FOR-HD-25-020),National Institutes of Health,https://www.grants.gov/search-results-detail/359949,07/08/2025,,forecasted,,,,,359949,FOR-HD-25-020
NIH Brain Development Cohorts (NBDC) Biospecimen Access (X01 Clinical Trial Not Allowed) (PAR-23-229),National Institutes of Health,https://www.grants.gov/search-results-detail/349847,08/11/2023,05/05/2026,posted,,,,,349847,PAR-23-229
Clinical Trials Addressing Unmet Needs of Rare Neurodegenerative Diseases (R01) Clinical Trials Required (RFA-FD-25-001),Food and Drug Administration,https://www.grants.gov/search-results-detail/356170,08/23/2024,10/21/2025,posted,,,,,356170,RFA-FD-25-001
Confirmatory Efficacy Clinical Trials of Non-Pharmacological and Pharmacological Interventions for Mental Disorders (R01 Clinical Trial Required) (PAR-25-179),National Institutes of Health,https://www.grants.gov/search-results-detail/357423,11/26/2024,10/15/2027,posted,,,,,357423,PAR-25-179
NHLBI Early Phase Clinical Trials for Therapeutics and/or Diagnostics for HLBS Disorders (R33 CT Required) (PAR-25-025),National Institutes of Health,https://www.grants.gov/search-results-detail/357542,12/05/2024,01/07/2027,posted,,,,,357542,PAR-25-025
NHLBI Early Phase Clinical Trials for Therapeutics and/or Diagnostics for HLBS Disorders (R61/R33 Clinical Trial Required) (PAR-25-026),National Institutes of Health,https://www.grants.gov/search-results-detail/357543,12/05/2024,01/07/2027,posted,,,,,357543,PAR-25-026
Economic and Modeling Analyses to Support Immunization Policy and Programs (RFA-IP-26-032),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/360198,08/01/2025,,forecasted,,,,,360198,RFA-IP-26-032
Preparedness for and Prevention of Severe Disease and Sequelae of Respiratory Viruses and Other Respiratory Pathogens (RFA-IP-26-100),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/360203,08/01/2025,,forecasted,,,,,360203,RFA-IP-26-100
Collaborative Surveys to Provide Inputs into Vaccine-Related Economic Evaluations (RFA-IP-26-097),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/360201,08/01/2025,,forecasted,,,,,360201,RFA-IP-26-097
Linguistics Program - Doctoral Dissertation Research Improvement Grants (20-538),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/323597,01/11/2020,01/15/2026,posted,,,,,323597,20-538
Developmental Sciences (24-544),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/352455,02/15/2024,01/30/2026,posted,,,,,352455,24-544
Promoting Resources and Opportunities for People with Autism and Fragile X and their Families Across the Lifespan (CDC-RFA-DD-26-0025),Centers for Disease Control - NCBDDD,https://www.grants.gov/search-results-detail/360357,08/25/2025,,forecasted,,,,,360357,CDC-RFA-DD-26-0025
BJA FY25 Invited to Apply- Regional Information Sharing Systems (O-BJA-2025-172437),Bureau of Justice Assistance,https://www.grants.gov/search-results-detail/360358,08/25/2025,09/02/2025,posted,,,,,360358,O-BJA-2025-172437
FY 2025 Preschool Development Grant Birth Through Five (PDG B-5) Systems-Building Grant (HHS-2025-ACF-ECD-TP-0016),Administration for Children and Families,https://www.grants.gov/search-results-detail/355578,07/22/2024,,forecasted,,,,,355578,HHS-2025-ACF-ECD-TP-0016
"Homeless Veterans&rsquo; Reintegration Program (HVRP), Incarcerated Veterans&rsquo; Transition Program (IVTP), and the Homeless Women Veterans' and Homeless Veterans' with Children Reintegration Grant Program (HWVHVWC) (referred to collectively as HVRP) (FOA-VETS-26-01)",Veterans Employment and Training Service,https://www.grants.gov/search-results-detail/360161,07/28/2025,,forecasted,,,,,360161,FOA-VETS-26-01
Optimal Treatment Strategies for use of Anti-Obesity Medications (AOMs) in Children and Adolescents Clinical Centers (RFA-DK-27-121),National Institutes of Health,https://www.grants.gov/search-results-detail/360387,08/28/2025,,forecasted,,,,,360387,RFA-DK-27-121
Department of Defense HIV/AIDS Prevention Program (W81XWH-22-DHAPP),Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/343653,09/19/2022,09/18/2027,posted,,,,,343653,W81XWH-22-DHAPP
National Center on Child Maltreatment Fatality Data Practices and Reporting (HHS-2025-ACF-ACYF-CA-0074),Administration for Children and Families - ACYF/CB,https://www.grants.gov/search-results-detail/355699,01/14/2025,01/22/2026,posted,,,,,355699,HHS-2025-ACF-ACYF-CA-0074
Service Area Competition (HRSA-26-002),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360116,07/22/2025,09/22/2025,posted,,,,,360116,HRSA-26-002
Service Area Competition (HRSA-26-006),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360139,07/24/2025,11/10/2025,posted,,,,,360139,HRSA-26-006
Service Area Competition (HRSA-26-005),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360138,07/24/2025,10/10/2025,posted,,,,,360138,HRSA-26-005
Service Area Competition (HRSA-26-004),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/360137,07/24/2025,09/29/2025,posted,,,,,360137,HRSA-26-004
National Center for Construction Safety and Health Research and Translation (U54) (RFA-OH-24-001),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/345738,09/13/2023,12/01/2026,posted,,,,,345738,RFA-OH-24-001
Rare Diseases Clinical Research Consortia (RDCRC) for the Rare Diseases Clinical Research Network (RDCRN) (U54 Clinical Trial Optional) (PAR-25-438),National Institutes of Health,https://www.grants.gov/search-results-detail/358818,06/05/2025,10/16/2025,posted,,,,,358818,PAR-25-438
FY25 VIETNAM WARTIME ACCOUNTING INITIATIVE COOPERATIVE AGREEMENTS (HQ003425NFOEASD10),Washington Headquarters Services,https://www.grants.gov/search-results-detail/360390,08/28/2025,09/28/2025,posted,,,,,360390,HQ003425NFOEASD10
Notice of Intent to Publish a Notice of Funding Opportunity Announcement for NGO Programs Benefiting Displaced Iraqis and Syrian Refugees (PRM-ANE-NOI-01),Bureau of Population Refugees and Migration,https://www.grants.gov/search-results-detail/322537,11/15/2019,,forecasted,,,,,322537,PRM-ANE-NOI-01
STARBASE Cherry Point (N6852025RFPREQJC000000135),NAVAIR,https://www.grants.gov/search-results-detail/358672,04/16/2025,,forecasted,,,,,358672,N6852025RFPREQJC000000135
Legacy Resource Management Program (HQ003423NFOEASD07),Washington Headquarters Services,https://www.grants.gov/search-results-detail/348830,06/21/2023,06/20/2026,posted,,,,,348830,HQ003423NFOEASD07
U.S. Embassy Buenos Aires PAS Strategic Programs (PAS-AR200-FY25-05),U.S. Mission to Argentina,https://www.grants.gov/search-results-detail/358695,04/17/2025,,forecasted,,,,,358695,PAS-AR200-FY25-05
Defense Security Cooperation University - Research Grants (HQ003423NFOEASD17),Washington Headquarters Services,https://www.grants.gov/search-results-detail/349804,08/08/2023,08/07/2028,posted,,,,,349804,HQ003423NFOEASD17
Commercial Fishing Occupational Safety Training Project Grants (T03) (RFA-OH-22-006),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/334972,07/11/2022,01/31/2028,posted,,,,,334972,RFA-OH-22-006
Commercial Fishing Occupational Safety Research Cooperative Agreement (U01) (RFA-OH-22-005),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/334971,07/08/2022,01/31/2028,posted,,,,,334971,RFA-OH-22-005
State Loan Repayment Program (State LRP) (HRSA-26-015),Health Resources and Services Administration,https://www.grants.gov/search-results-detail/355777,07/24/2025,01/12/2026,posted,,,,,355777,HRSA-26-015
Agriculture and Food Research Initiative Competitive Grants Program Foundational and Applied Science Program (USDA-NIFA-AFRI-011134),National Institute of Food and Agriculture,https://www.grants.gov/search-results-detail/360205,08/01/2025,12/31/2026,posted,,,,,360205,USDA-NIFA-AFRI-011134
Disaster Assistance for State Units on Aging (SUAs) and Tribal Organizations in Major Disasters Declared by the President (HHS-2025-ACL-AOA-DASG-0006),Administration for Community Living,https://www.grants.gov/search-results-detail/355884,10/10/2024,09/02/2025,posted,,,,,355884,HHS-2025-ACL-AOA-DASG-0006
Notice of Intent:  Program to End Modern Slavery FY 2025 (DFOP0017042),Office to Monitor-Combat Trafficking in Persons,https://www.grants.gov/search-results-detail/358289,01/16/2025,01/01/2099,posted,,,,,358289,DFOP0017042
NDEP STEM Open NFO (HQ003423NFOEASD01),Washington Headquarters Services,https://www.grants.gov/search-results-detail/345938,02/09/2023,02/08/2028,posted,,,,,345938,HQ003423NFOEASD01
2026 Low Income Taxpayer Clinic (TREAS-GRANTS-042026-001),Low Income Taxpayer Clinic ,https://www.grants.gov/search-results-detail/358958,05/14/2025,,forecasted,,,,,358958,TREAS-GRANTS-042026-001
U.S. Consulate General Surabaya PAS Annual program Statement (PAS-SURABAYA-FY20-01),U.S. Mission to Indonesia,https://www.grants.gov/search-results-detail/324686,02/21/2020,,forecasted,,,,,324686,PAS-SURABAYA-FY20-01
Tribal Injury Prevention Cooperative Agreement Program (HHS-2026-IHS-IPP-0001),Indian Health Service,https://www.grants.gov/search-results-detail/360077,07/21/2025,11/13/2025,posted,,,,,360077,HHS-2026-IHS-IPP-0001
DOD Defense Health Agency (DHA) Research &amp; Development FY23-FY27 BROAD AGENCY ANNOUNCEMENT for Extramural Medical Research (HT942523SBAA1),Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/343725,09/22/2022,09/30/2027,posted,,,,,343725,HT942523SBAA1
Public Health Crisis Response Cooperative Agreement (CDC-RFA-TP22-2201),Centers for Disease Control - OPHPR,https://www.grants.gov/search-results-detail/337086,01/13/2022,02/11/2027,posted,,,,,337086,CDC-RFA-TP22-2201
Leading Edge Acceleration Projects (LEAP) in Health Information Technology (NAP-AX-22-001),Office of the National Coordinator,https://www.grants.gov/search-results-detail/341131,06/14/2022,09/30/2027,posted,,,,,341131,NAP-AX-22-001
Tactical Behaviors for Autonomous Maneuver (W911NF-22-S-0011),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/339728,04/22/2022,,posted,,,,,339728,W911NF-22-S-0011
Solomon Islands Threshold Program Industry Day (SI-INDUSTRY-DAY),Millennium Challenge Corporation,https://www.grants.gov/search-results-detail/331415,02/10/2021,,forecasted,,,,,331415,SI-INDUSTRY-DAY
Fundamental Research to Counter Weapons of Mass Destruction (HDTRA1-25-S-0001),Defense Threat Reduction Agency,https://www.grants.gov/search-results-detail/356612,10/01/2024,09/30/2034,posted,,,,,356612,HDTRA1-25-S-0001
NSWC Dahlgren BAA N00178-25-0002 (N00178-25-0002),NSWC Dahlgren,https://www.grants.gov/search-results-detail/356715,10/15/2024,10/14/2025,posted,,,,,356715,N00178-25-0002
Broad Agency Announcement for Fundamental AI Research (W519TC-25-S-0001),Army Contracting Command Rock Island,https://www.grants.gov/search-results-detail/358687,04/16/2025,,forecasted,,,,,358687,W519TC-25-S-0001
Department of Defense Research and Education Program for Historically Black Colleges and Universities and Minority-Serving Institutions (HBCU/MI) (W911NF24S0009),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/355730,08/01/2024,07/31/2029,posted,,,,,355730,W911NF24S0009
Leveling the Field for American Workers in U.S.-Mexico Trade (FOA-ILAB-25-43),Bureau of International Labor Affairs,https://www.grants.gov/search-results-detail/360092,08/27/2025,09/26/2025,posted,,,,,360092,FOA-ILAB-25-43
Revitalizing Domestic Manufacturing by Developing the Next Generation of America&rsquo;s Shipbuilders through International Partnerships (FOA-ILAB-25-45),Bureau of International Labor Affairs,https://www.grants.gov/search-results-detail/360093,08/27/2025,09/26/2025,posted,,,,,360093,FOA-ILAB-25-45
Defense Sciences Office (DSO) Office-wide BAA (HR001125S0013),DARPA - Defense Sciences Office,https://www.grants.gov/search-results-detail/359239,06/03/2025,06/02/2026,posted,,,,,359239,HR001125S0013
Defense Production Act Title III Expansion of Domestic Production Capability and Capacity (FA8650-19-S-5010),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/318351,07/12/2019,07/12/2026,posted,,,,,318351,FA8650-19-S-5010
Boosting Innovative GEOINT - Science &amp; Technology  Broad Agency Announcement (BIG-ST BAA) (HM047623BAA0001),National Geospatial-Intelligence Agency ,https://www.grants.gov/search-results-detail/351404,12/15/2023,12/14/2026,posted,,,,,351404,HM047623BAA0001
Research and Development (RAD) Directed Energy (RD) University Assistance Instruments (RDK-RAD-FOA-2024),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/355499,07/18/2024,07/18/2029,posted,,,,,355499,RDK-RAD-FOA-2024
Fiscal Year (FY) 2026 Department of Defense Multidisciplinary Research Program of the University Research Initiative (MURI) Department of Defense Army (W911NF25S0004),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/358532,03/05/2025,09/05/2025,posted,,,,,358532,W911NF25S0004
