Grant Name,Sponsor,Link,Opp ID,Opportunity Number,Open Date,Deadline,Status
"Strengthening and Developing of Sustainable Global Public Health and Epidemiological Workforce Capacity through Collaboration, Program Development, and Implementation (CDC-RFA-JG-26-0059)",Centers for Disease Control-GHC,https://www.grants.gov/search-results-detail/360344,360344,CDC-RFA-JG-26-0059,08/22/2025,,forecasted
Atlanta FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance (EDA-ATL-TA-ATRO-2021-2006846),Department of Commerce,https://www.grants.gov/search-results-detail/332052,332052,EDA-ATL-TA-ATRO-2021-2006846,03/15/2021,,posted
Denver FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance (EDA-DEN-TA-DRO-2021-2006850),Department of Commerce,https://www.grants.gov/search-results-detail/332126,332126,EDA-DEN-TA-DRO-2021-2006850,03/15/2021,,posted
Austin FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance (EDA-AUS-TA-AURO-2021-2006848),Department of Commerce,https://www.grants.gov/search-results-detail/332137,332137,EDA-AUS-TA-AURO-2021-2006848,03/15/2021,,posted
Chicago FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance (EDA-CHI-TA-CRO-2021-2006849),Department of Commerce,https://www.grants.gov/search-results-detail/332125,332125,EDA-CHI-TA-CRO-2021-2006849,03/15/2021,,posted
Philadelphia FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance (EDA-PHI-TA-PRO-2021-2006851),Department of Commerce,https://www.grants.gov/search-results-detail/332138,332138,EDA-PHI-TA-PRO-2021-2006851,03/15/2021,,posted
Seattle FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance (EDA-SEA-TA-SRO-2021-2006853),Department of Commerce,https://www.grants.gov/search-results-detail/332127,332127,EDA-SEA-TA-SRO-2021-2006853,03/15/2021,,posted
The Countering Violent Extremism Small Grants Program FY2022 (TIRCVEFY22),U.S. Mission to Albania,https://www.grants.gov/search-results-detail/338874,338874,TIRCVEFY22,03/24/2022,,forecasted
Countering Violent Extremism Small Grants Program FY2023 (TIRCVEFY23),U.S. Mission to Albania,https://www.grants.gov/search-results-detail/346737,346737,TIRCVEFY23,03/10/2023,,forecasted
Annual Program Statement (2025VE-001A),U.S. Mission to Venezuela,https://www.grants.gov/search-results-detail/359024,359024,2025VE-001A,05/16/2025,,forecasted
U.S. Embassy Buenos Aires PAS Strategic Programs (PAS-AR200-FY25-05),U.S. Mission to Argentina,https://www.grants.gov/search-results-detail/358695,358695,PAS-AR200-FY25-05,04/17/2025,,forecasted
2023 Emerging Voices Small Grants Program (23-PHL-NOFO-EV),U.S. Mission to the Philippines,https://www.grants.gov/search-results-detail/347707,347707,23-PHL-NOFO-EV,04/24/2023,,forecasted
National Training Center for Title X and Teen Pregnancy Prevention (TPP) (AH-TPS-25-001),Office of the Assistant Secretary for Health,https://www.grants.gov/search-results-detail/355936,355936,AH-TPS-25-001,08/07/2024,,forecasted
National Training Center for Title X and Teen Pregnancy Prevention (TPP) (PA-FPT-25-001),Office of the Assistant Secretary for Health,https://www.grants.gov/search-results-detail/355937,355937,PA-FPT-25-001,08/07/2024,,forecasted
U.S. Embassy Praia Ambassador&rsquo;s Special Self-Help (SSH) Program (AFPRA-20-04),U.S. Mission to Cape Verde,https://www.grants.gov/search-results-detail/325599,325599,AFPRA-20-04,03/19/2020,,posted
MISSION ITALY ANNUAL PROGRAM STATEMENT 2023 (2301),U.S. Mission to Italy,https://www.grants.gov/search-results-detail/345914,345914,2301,02/09/2023,,forecasted
"Limited Competition: Building Partnerships and Broadening Perspectives to Advance Ethical, Legal, and Social Implications (ELSI) Research (BBAER) Program (UM1), Clinical Trial Optional (RFA-HG-24-026)",National Institutes of Health,https://www.grants.gov/search-results-detail/355317,355317,RFA-HG-24-026,07/10/2024,08/02/2026,posted
Accelerating Research through International Network-to-Network Collaborations (23-619),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/350002,350002,23-619,08/26/2023,09/15/2025,posted
EPSCoR Research Infrastructure Improvement (RII): EPSCoR Research Fellows (24-528),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/351923,351923,24-528,01/23/2024,04/14/2026,posted
Atmosphere Cluster (PD-24-7790),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/356538,356538,PD-24-7790,09/26/2024,,posted
Venezuela Annual Program Statement (FY2022VE001),U.S. Mission to Venezuela,https://www.grants.gov/search-results-detail/336439,336439,FY2022VE001,11/05/2021,,forecasted
Partnership for Disaster Health Response System (EP-HIT-22-002),Assistant Secretary for Preparedness and Response,https://www.grants.gov/search-results-detail/336273,336273,EP-HIT-22-002,10/25/2021,,forecasted
Venezuela Annual Program Statement (FY-2021VE001),U.S. Mission to Venezuela,https://www.grants.gov/search-results-detail/330548,330548,FY-2021VE001,12/21/2020,,forecasted
CyberCorps(R) Scholarship for Service (23-574),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/347330,347330,23-574,04/05/2023,07/15/2026,posted
EPSCoR Research Infrastructure Improvement Program: EPSCoR Collaborations for Optimizing Research Ecosystems (25-523),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/357725,357725,25-523,12/14/2024,07/21/2026,posted
EPSCoR Research Infrastructure Improvement Program: EPSCoR Research Incubators for STEM Excellence (25-522),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/357724,357724,25-522,12/14/2024,08/11/2026,posted
Science of Learning and Augmented Intelligence (SL) (PD-19-127Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/320753,320753,PD-19-127Y,09/19/2019,02/11/2026,posted
Somalia Operational Mentorship and Sustainment Capacity Building (DFOP0017536),Bureau of Political-Military Affairs - WRA,https://www.grants.gov/search-results-detail/360248,360248,DFOP0017536,08/06/2025,09/03/2025,posted
Defense Production Act Title III Expansion of Domestic Production Capability and Capacity (FA8650-19-S-5010),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/318351,318351,FA8650-19-S-5010,07/12/2019,07/12/2026,posted
Notice of Intent to Issue Infrastructure Investment and Jobs Act (IIJA): Mines and Metals Capacity Expansion &ndash; Piloting By-Product Critical Minerals and Materials Recovery at Domestic Industrial Facilities (DE-FOA-0003582),National Energy Technology Laboratory,https://www.grants.gov/search-results-detail/360291,360291,DE-FOA-0003582,08/13/2025,12/15/2025,posted
Resource and Capacity Building to Advance the Science of Aggression across Species and Disciplines (R24 Clinical Trial Optional) (TEMP-31698),National Institutes of Health,https://www.grants.gov/search-results-detail/359820,359820,TEMP-31698,06/25/2025,,forecasted
"Building and Strengthening Public Health Systems, Impact, and Capacity in Indonesia through Partner Collaboration (CDC-RFA-JG-26-0053)",Centers for Disease Control-GHC,https://www.grants.gov/search-results-detail/360338,360338,CDC-RFA-JG-26-0053,08/22/2025,,forecasted
"HEAL Initiative: Integrative Management of chronic Pain and OUD for Whole Recovery (IMPOWR) - Building Engagement, Assistance, Capacity, Outreach, and Networks (BEACON) Center (RFA-DA-27-006)",National Institutes of Health,https://www.grants.gov/search-results-detail/360366,360366,RFA-DA-27-006,08/27/2025,,forecasted
Public Health Crisis Response Cooperative Agreement (CDC-RFA-TP22-2201),Centers for Disease Control - OPHPR,https://www.grants.gov/search-results-detail/337086,337086,CDC-RFA-TP22-2201,01/13/2022,02/11/2027,posted
Native Hawaiian Resource Center on Domestic Violence (HHS-2025-ACF-OFVPS-FV-0027),Administration for Children and Families - OFVPS,https://www.grants.gov/search-results-detail/355628,355628,HHS-2025-ACF-OFVPS-FV-0027,08/22/2025,09/02/2025,posted
EDA FY25 Disaster Supplemental (EDA-DISASTER-2025),Economic Development Administration,https://www.grants.gov/search-results-detail/359225,359225,EDA-DISASTER-2025,06/04/2025,,posted
TECHGATE (DFOP0017381),Bureau of Cyberspace and Digital Policy,https://www.grants.gov/search-results-detail/360408,360408,DFOP0017381,08/29/2025,09/02/2025,posted
Securing Fair and Reliable Critical Mineral Supply Chains (FOA-ILAB-25-15),Bureau of International Labor Affairs,https://www.grants.gov/search-results-detail/360111,360111,FOA-ILAB-25-15,08/27/2025,09/26/2025,posted
FAA Aviation Research Grants Program (20-01),DOT - FAA Aviation Research Grants,https://www.grants.gov/search-results-detail/328902,328902,20-01,09/08/2020,09/07/2027,posted
American Prosperity:  Foreign Investment Readiness Program (PAS-JOR-FY25-006),U.S. Mission to Jordan,https://www.grants.gov/search-results-detail/360185,360185,PAS-JOR-FY25-006,07/31/2025,09/01/2025,posted
Pacific Regional Partnership Intermediary Agreement (FA9453-23-R-001),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/346937,346937,FA9453-23-R-001,03/17/2023,,forecasted
Zimbabwean-U.S. Program for Academic Collaborations (ZUPAC) (AF-HAR-FY23-07),U.S. Mission to Zimbabwe,https://www.grants.gov/search-results-detail/344807,344807,AF-HAR-FY23-07,12/08/2022,,forecasted
Advancing Youth Activism and Engagement FY2023 (TIRYOUTHFY23),U.S. Mission to Albania,https://www.grants.gov/search-results-detail/348303,348303,TIRYOUTHFY23,05/23/2023,,forecasted
Climate Hackathon in Northern Japan (SAPPORO-PAS-FY22-01-02),U.S. Mission to Japan,https://www.grants.gov/search-results-detail/338143,338143,SAPPORO-PAS-FY22-01-02,02/18/2022,,forecasted
Tribal Injury Prevention Cooperative Agreement Program (HHS-2026-IHS-IPP-0001),Indian Health Service,https://www.grants.gov/search-results-detail/360077,360077,HHS-2026-IHS-IPP-0001,07/21/2025,11/13/2025,posted
Cooperative Agreement for affiliated Partner with the Great Rivers Cooperative Ecosystem Studies Unit (CESU) (G25AS00340),Geological Survey,https://www.grants.gov/search-results-detail/360272,360272,G25AS00340,08/08/2025,09/08/2025,posted
Cooperative Agreement for affiliated Partner with the Great Lakes-Northern Forest Cooperative Ecosystem Studies Unit (CESU) (G25AS00346),Geological Survey,https://www.grants.gov/search-results-detail/360349,360349,G25AS00346,08/22/2025,09/22/2025,posted
Cooperative Agreement for affiliated Partner with the Southern Appalachian Cooperative Ecosystem Studies Unit (CESU) (G25AS00344),Geological Survey,https://www.grants.gov/search-results-detail/360347,360347,G25AS00344,08/22/2025,09/22/2025,posted
Defense Security Cooperation University - Research Grants (HQ003423NFOEASD17),Washington Headquarters Services,https://www.grants.gov/search-results-detail/349804,349804,HQ003423NFOEASD17,08/08/2023,08/07/2028,posted
Promote Transparency by Enhancing Citizens&rsquo; Access to Information on Public Revenues. (PGO-FY2024-FTIF-01),U.S. Mission to Mauritania,https://www.grants.gov/search-results-detail/360246,360246,PGO-FY2024-FTIF-01,08/06/2025,09/08/2025,posted
National Center for Construction Safety and Health Research and Translation (U54) (RFA-OH-24-001),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/345738,345738,RFA-OH-24-001,09/13/2023,12/01/2026,posted
"National Defense Education Program (NDEP) Science, Technology, Engineering, and Mathematics (STEM) Consortia Request for Information (RFI) for the Office of the Under Secretary of Defense (Research &amp; Engineering) (RANDENDEPSTEMFY22RFI)",Department of Defense,https://www.grants.gov/search-results-detail/334905,334905,RANDENDEPSTEMFY22RFI,07/27/2021,,forecasted
Small Surface Water and Groundwater Storage Projects (Small Storage Program) (R25AS00270),Bureau of Reclamation,https://www.grants.gov/search-results-detail/360059,360059,R25AS00270,07/17/2025,04/17/2026,posted
"FY25 ONR Office Of Naval Research (ONR) Science, Technology, Engineering, and Mathematics(STEM) Education and Workforce Program (N0001425SF006)",Office of Naval Research,https://www.grants.gov/search-results-detail/359932,359932,N0001425SF006,07/07/2025,06/30/2026,posted
NPS Cooperative Ecosystems Studies Units (CESU) Master Cooperative Agreements (P23AS00132),National Park Service,https://www.grants.gov/search-results-detail/345083,345083,P23AS00132,12/22/2022,12/31/2027,posted
Facilitating Research at Predominantly Undergraduate Institutions: (14-579),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/358403,358403,14-579,01/31/2025,,posted
IUSE/Professional Formation of Engineers:  Revolutionizing Engineering Departments (24-564),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/353413,353413,24-564,04/05/2024,09/09/2025,posted
Rural Community Development Program (RCD) Water and Wastewater Treatment Systems Training and Technical Assistance Project (HHS-2025-ACF-OCS-EF-0177),Administration for Children and Families - OCS,https://www.grants.gov/search-results-detail/355619,355619,HHS-2025-ACF-OCS-EF-0177,07/25/2024,,forecasted
Strategy to Deliver Evidence-Based Falls Prevention Programs to Older Adults with Behavioral Health and/or Chronic Conditions (HHS-2025-ACL-AOA-FPSG-0035),Administration for Community Living,https://www.grants.gov/search-results-detail/358657,358657,HHS-2025-ACL-AOA-FPSG-0035,04/10/2025,,forecasted
Findable Accessible Interoperable Reusable Open Science (25-533),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/358036,358036,25-533,01/07/2025,04/08/2026,posted
Calendar Year 2022 Disaster Water Grants (RD-RUS-CY22DISASTER),Rural Utilities Service,https://www.grants.gov/search-results-detail/348809,348809,RD-RUS-CY22DISASTER,06/22/2023,,posted
D-START: Data Science Track Award for Research Transition (D/START) (R03-Clinical Trial Optional) (PAS-25-236),National Institutes of Health,https://www.grants.gov/search-results-detail/357733,357733,PAS-25-236,12/16/2024,09/07/2027,posted
Growing Research Access for Nationally Transformative Economic Development (PD-23-221Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/346203,346203,PD-23-221Y,02/17/2023,,posted
Institutes for Higher Education Faculty and K-12 Educators (20260211-EH-ES),National Endowment for the Humanities,https://www.grants.gov/search-results-detail/358507,358507,20260211-EH-ES,02/24/2025,,forecasted
Health Equity Data Access Program (HEDAP) (CMS-2L2-25-001),Centers for Medicare & Medicaid Services,https://www.grants.gov/search-results-detail/355646,355646,CMS-2L2-25-001,07/25/2024,,forecasted
STARBASE Wright Patt (FOA-AFRL-PZLDA-2021-0001),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/329806,329806,FOA-AFRL-PZLDA-2021-0001,11/13/2020,,forecasted
Global Infectious Disease Research Training Program (D43 Clinical Trial Optional) (PAR-24-174),National Institutes of Health,https://www.grants.gov/search-results-detail/353590,353590,PAR-24-174,04/17/2024,08/06/2026,posted
Tribal Institutional Review Board Establishment and Enhancement (TIRBEE) (R24 - Clinical Trial Not Allowed) (PAR-24-260),National Institutes of Health,https://www.grants.gov/search-results-detail/355987,355987,PAR-24-260,08/12/2024,01/27/2027,posted
IDeA Clinical and Translational Research Development (CTR-D) Award (P20-Clinical Trial Optional) (PAR-23-257),National Institutes of Health,https://www.grants.gov/search-results-detail/350040,350040,PAR-23-257,08/29/2023,10/09/2025,posted
Forecast for BRAIN Initiative Connectivity across Scales (BRAIN CONNECTS): Specialized Projects for Scalable Technologies (U01 Clinical Trial Not Allowed) (NOT-NS-24-130),National Institutes of Health,https://www.grants.gov/search-results-detail/356205,356205,NOT-NS-24-130,08/26/2024,,forecasted
IUSE: Innovation in Two-Year College STEM Education (23-584),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/347967,347967,23-584,05/06/2023,12/10/2025,posted
Development of Collaborative Research Facilities or Research-Resource Facilities (C06 Clinical Trial Not Allowed) (TEMP-31647),National Institutes of Health,https://www.grants.gov/search-results-detail/359701,359701,TEMP-31647,06/17/2025,,forecasted
U.S. Embassy Libreville PDS Annual Program Statement (DOS-PDS-LIBREVILLE-FY23-01),U.S. Mission to Gabon,https://www.grants.gov/search-results-detail/346716,346716,DOS-PDS-LIBREVILLE-FY23-01,03/09/2023,,posted
U.S. National Science Foundation Research Traineeship (NRT) Program (24-597),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/356119,356119,24-597,08/17/2024,09/08/2025,posted
