Grant Name,Sponsor,Link,Opp ID,Opportunity Number,Open Date,Deadline,Status
"NHLBI SBIR Phase IIB Small Market Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional) (RFA-HL-26-015)",National Institutes of Health,https://www.grants.gov/search-results-detail/357231,357231,RFA-HL-26-015,11/18/2024,02/26/2027,posted
Innovative Molecular and Cellular Analysis Technologies for Basic and Clinical Cancer Research (R61 Clinical Trial Not Allowed) (RFA-CA-25-001),National Institutes of Health,https://www.grants.gov/search-results-detail/357734,357734,RFA-CA-25-001,12/16/2024,10/03/2025,posted
Assistive Technology Act National Activities Data Analysis and Reporting Assistance (HHS-2023-ACL-CIP-ATTA-0039),Administration for Community Living,https://www.grants.gov/search-results-detail/342783,342783,HHS-2023-ACL-CIP-ATTA-0039,07/28/2022,,forecasted
FY26 Communications and Networking Applied Research (N0001425SBC05),Office of Naval Research,https://www.grants.gov/search-results-detail/359194,359194,N0001425SBC05,05/29/2025,09/26/2025,posted
Notice of Intent to issue Critical Minerals and Materials Accelerator Notice of Funding Opportunity (DE-FOA-0003588),Golden Field Office,https://www.grants.gov/search-results-detail/360290,360290,DE-FOA-0003588,08/13/2025,10/13/2025,posted
Defense Production Act Title III Expansion of Domestic Production Capability and Capacity (FA8650-19-S-5010),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/318351,318351,FA8650-19-S-5010,07/12/2019,07/12/2026,posted
"DoD Military Burn, Technology/Therapeutic Development Award (HT942525MBRPTTDA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358800,358800,HT942525MBRPTTDA,05/01/2025,09/08/2025,posted
Boosting Innovative GEOINT - Science &amp; Technology  Broad Agency Announcement (BIG-ST BAA) (HM047623BAA0001),National Geospatial-Intelligence Agency ,https://www.grants.gov/search-results-detail/351404,351404,HM047623BAA0001,12/15/2023,12/14/2026,posted
Biological Technologies (HR001124S0034),DARPA - Biological Technologies Office,https://www.grants.gov/search-results-detail/356403,356403,HR001124S0034,09/11/2024,09/10/2025,posted
EONS 2018: Appendix E Minority University Research and Education Project (MUREP) for Sustainability and Innovation Collaborative &ndash; (MUSIC)  (NNH18ZHA002N-MUSIC),National Aeronautics and Space Administration,https://www.grants.gov/search-results-detail/300997,300997,NNH18ZHA002N-MUSIC,02/22/2018,,posted
Research in the Formation of Engineers (PD-24-1340),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/350230,350230,PD-24-1340,09/17/2023,,posted
Combustion and Fire Systems (PD-23-1407),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/347509,347509,PD-23-1407,04/14/2023,,posted
Cellular Senescence Network (SenNet):Technology Projects (UG3/UH3 Clinical Trial Not Allowed) (NOT-RM-25-018),National Institutes of Health,https://www.grants.gov/search-results-detail/359168,359168,NOT-RM-25-018,05/28/2025,,forecasted
"Mind, Machine and Motor Nexus (PD-25-058Y)",U.S. National Science Foundation,https://www.grants.gov/search-results-detail/358682,358682,PD-25-058Y,04/16/2025,,posted
Law &amp; Science (PD-21-128Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/329432,329432,PD-21-128Y,10/15/2020,,posted
National Science Foundation Translation to Practice (25-540),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/359966,359966,25-540,07/09/2025,09/16/2025,posted
US Army Combat Capabilities Development Command Broad Agency Announcement (W911QY25R0023),ACC APG - Natick,https://www.grants.gov/search-results-detail/360012,360012,W911QY25R0023,07/14/2025,02/27/2030,posted
Manufacturing Systems Integration (PD-23-229Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/345354,345354,PD-23-229Y,01/12/2023,,posted
Engineering of Biomedical Systems (PD-23-5345),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/348796,348796,PD-23-5345,06/18/2023,,posted
Joint Center of Excellence for Advanced Materials Research (FAA-COE-JAMS),FAA-COE-JAMS,https://www.grants.gov/search-results-detail/39841,39841,FAA-COE-JAMS,11/01/2023,,posted
Catalysis (PD-23-1401),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/348932,348932,PD-23-1401,06/27/2023,,posted
Thermal Transport Processes (PD-23-1406),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/347324,347324,PD-23-1406,04/05/2023,,posted
Bioengineering Partnerships with Industry (U01 Clinical Trial Optional) (PAR-24-325),National Institutes of Health,https://www.grants.gov/search-results-detail/357019,357019,PAR-24-325,11/06/2024,09/07/2027,posted
RESTORE Act Centers of Excellence Research Grants Program (GR-RCE-25-001),U.S. Dept. of Treasury RESTORE Act Program,https://www.grants.gov/search-results-detail/356559,356559,GR-RCE-25-001,09/26/2024,10/31/2025,posted
In Vivo High-Resolution Imaging for Inner Ear Visualization (R01 Clinical Trial optional) (RFA-DC-25-005),National Institutes of Health,https://www.grants.gov/search-results-detail/358022,358022,RFA-DC-25-005,01/06/2025,10/01/2026,posted
Test Bed: Toward a Network of Programmable Cloud Laboratories (25-541),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/360244,360244,25-541,08/05/2025,11/20/2025,posted
Technologies for Improving Minority Health and Eliminating Health Disparities (R41/R42- Clinical Trial Optional) (RFA-MD-24-007),National Institutes of Health,https://www.grants.gov/search-results-detail/352883,352883,RFA-MD-24-007,03/08/2024,12/09/2026,posted
Ocean Technology and Interdisciplinary Coordination (PD-98-1680),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/45793,45793,PD-98-1680,03/05/2009,02/16/2026,posted
BRAIN Initiative: Preclinical Proof of Concept for Novel Recording and Modulation Technologies in the Human CNS (R18 - Clinical Trial Not Allowed) (RFA-NS-24-031),National Institutes of Health,https://www.grants.gov/search-results-detail/353055,353055,RFA-NS-24-031,03/19/2024,01/28/2027,posted
"GREGoRi Technology Integration Center (U01, Clinical Trials Optional) (FOR-HG-25-027)",National Institutes of Health,https://www.grants.gov/search-results-detail/359280,359280,FOR-HG-25-027,06/06/2025,,forecasted
Forecast for BRAIN Initiative: Research Resource Grants for Technology Integration and Dissemination (U24 Clinical Trial Not Allowed) (FOR-NS-25-001),National Institutes of Health,https://www.grants.gov/search-results-detail/358859,358859,FOR-NS-25-001,05/09/2025,,forecasted
"Research on the Science and Technology Enterprise: Indicators, Statistics, and Methods (NCSES S&amp;T) (24-587)",U.S. National Science Foundation,https://www.grants.gov/search-results-detail/355219,355219,24-587,07/01/2024,01/20/2026,posted
Novel Experiential Technologies Assisting Individual Learning (NExT AI) Hubs (FOR-HD-25-020),National Institutes of Health,https://www.grants.gov/search-results-detail/359949,359949,FOR-HD-25-020,07/08/2025,,forecasted
Revision Applications for Incorporation of Novel NCI-Supported Technology to Accelerate Cancer Research (P50 Clinical Trial Optional) (RFA-CA-25-007),National Institutes of Health,https://www.grants.gov/search-results-detail/357959,357959,RFA-CA-25-007,12/31/2024,10/03/2025,posted
"Topical Workshops, Symposiums, and Conferences (TWSC-24) in Space and Earth Sciences and Technology (NNH24ZDA002N)",NASA Headquarters,https://www.grants.gov/search-results-detail/350581,350581,NNH24ZDA002N,10/13/2023,11/30/2026,posted
Mobile Health: Technology and Outcomes in Low and Middle Income Countries (R21/R33 - Clinical Trial Optional) (PAR-25-242),National Institutes of Health,https://www.grants.gov/search-results-detail/357527,357527,PAR-25-242,12/04/2024,03/20/2026,posted
Revision Applications for Incorporation of Novel NCI-Supported Technology to Accelerate Cancer Research (R01 Clinical Trial Optional) (RFA-CA-25-005),National Institutes of Health,https://www.grants.gov/search-results-detail/357957,357957,RFA-CA-25-005,12/31/2024,10/03/2025,posted
Revision Applications for Incorporation of Novel NCI- Supported Technology to Accelerate Cancer Research (U01 Clinical Trial Optional) (RFA-CA-25-006),National Institutes of Health,https://www.grants.gov/search-results-detail/357960,357960,RFA-CA-25-006,12/31/2024,10/03/2025,posted
Science and Technology Studies (22-629),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/343285,343285,22-629,08/27/2022,02/02/2026,posted
Continuing Human Enabling Enhancing Restoring and Sustaining (FA238424S2233),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/360258,360258,FA238424S2233,08/07/2025,08/22/2044,posted
Fiscal Year (FY) 2026 Department of the Navy (DoN) Historically Black Colleges and Universities/Minority Institutions (HBCU/MI) Program (N0001425SF005),Office of Naval Research,https://www.grants.gov/search-results-detail/359909,359909,N0001425SF005,07/02/2025,12/12/2025,posted
Pacific Regional Partnership Intermediary Agreement (FA9453-23-R-001),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/346937,346937,FA9453-23-R-001,03/17/2023,,forecasted
