Grant Name,Sponsor,Link,Opp ID,Opportunity Number,Open Date,Deadline,Status
Chicago FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance (EDA-CHI-TA-CRO-2021-2006849),Department of Commerce,https://www.grants.gov/search-results-detail/332125,332125,EDA-CHI-TA-CRO-2021-2006849,03/15/2021,,posted
Philadelphia FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance (EDA-PHI-TA-PRO-2021-2006851),Department of Commerce,https://www.grants.gov/search-results-detail/332138,332138,EDA-PHI-TA-PRO-2021-2006851,03/15/2021,,posted
Seattle FY 2021 &ndash; FY 2023 EDA Planning and Local Technical Assistance (EDA-SEA-TA-SRO-2021-2006853),Department of Commerce,https://www.grants.gov/search-results-detail/332127,332127,EDA-SEA-TA-SRO-2021-2006853,03/15/2021,,posted
Tactical Behaviors for Autonomous Maneuver (W911NF-22-S-0011),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/339728,339728,W911NF-22-S-0011,04/22/2022,,posted
DOD Defense Health Agency (DHA) Research &amp; Development FY23-FY27 BROAD AGENCY ANNOUNCEMENT for Extramural Medical Research (HT942523SBAA1),Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/343725,343725,HT942523SBAA1,09/22/2022,09/30/2027,posted
Partnership Intermediary Agreement (PIA) (FA8651-22-S0021),Munitions Directorate,https://www.grants.gov/search-results-detail/336962,336962,FA8651-22-S0021,12/14/2021,,forecasted
Geospace Cluster (PD-24-7789),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/356536,356536,PD-24-7789,09/26/2024,,posted
Dynamic and Adaptable Infrastructure for Drug Development and Outreach to Aid the Research Community in Advancing Medication Repurposing and Repositioning Efforts for substance use disorders (SUDs) (U54 - Clinical Trials Not Allowed) (FOR-DA-26-005),National Institutes of Health,https://www.grants.gov/search-results-detail/359125,359125,FOR-DA-26-005,05/27/2025,,forecasted
Reliable Ore Characterization with Keystone Sensing (ROCKS) (DE-FOA-0003592),Advanced Research Projects Agency Energy ,https://www.grants.gov/search-results-detail/360353,360353,DE-FOA-0003592,08/25/2025,09/25/2025,posted
Reliable Ore Characterization with Keystone Sensing SBIR/STTR (ROCKS SBIR/STTR) (DE-FOA-0003593),Advanced Research Projects Agency Energy ,https://www.grants.gov/search-results-detail/360354,360354,DE-FOA-0003593,08/25/2025,09/25/2025,posted
Tribal Colleges and Universities Program (21-595),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/334326,334326,21-595,06/24/2021,09/02/2025,posted
Awards Supporting Cutting-Edge Technologies for Translational Science (ASCETTS) (R21 Clinical Trials Not Allowed) (PAR-25-157),National Institutes of Health,https://www.grants.gov/search-results-detail/357625,357625,PAR-25-157,12/10/2024,06/18/2026,posted
NSF Small Business Innovation Research / Small Business Technology Transfer Fast-Track Pilot Programs (24-582),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/355009,355009,24-582,06/18/2024,11/05/2025,posted
Pathways to Enable Open-Source Ecosystems (24-606),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/356423,356423,24-606,09/14/2024,09/02/2025,posted
Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development for Disorders of the Nervous System (U44 Clinical Trial Optional) (PAR-24-063),National Institutes of Health,https://www.grants.gov/search-results-detail/350841,350841,PAR-24-063,11/01/2023,08/18/2026,posted
NIDA Mentored Clinical Scientist Development Program Award in Substance Use and Substance Use Disorder Research (K12 Clinical Trial Optional) (FOR-DA-26-006),National Institutes of Health,https://www.grants.gov/search-results-detail/359126,359126,FOR-DA-26-006,05/27/2025,,forecasted
"UNITED STATES ARMY RESEARCH INSTITUTE FOR THE BEHAVIORAL AND SOCIAL SCIENCES (ARI) BROAD AGENCY ANNOUNCEMENT FOR BASIC, APPLIED, AND ADVANCED SCIENTIFIC RESEARCH (W911NF-23-S-0010)",Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/347858,347858,W911NF-23-S-0010,05/01/2023,04/30/2028,posted
Curriculum and University Partnerships (CUP) (2025VE-002A),U.S. Mission to Venezuela,https://www.grants.gov/search-results-detail/359026,359026,2025VE-002A,05/16/2025,,forecasted
NSF Small Business Innovation Research / Small Business Technology Transfer Phase I Programs (24-579),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/354632,354632,24-579,05/31/2024,11/05/2025,posted
NSF Small Business Innovation Research  / Small Business Technology Transfer Phase II Programs (24-580),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/354633,354633,24-580,05/31/2024,11/05/2025,posted
"Process Systems, Reaction Engineering, and Molecular Thermodynamics (PD-23-1403)",U.S. National Science Foundation,https://www.grants.gov/search-results-detail/348793,348793,PD-23-1403,06/18/2023,,posted
Small Business Transition Grant for New Entrepreneurs (R43/R44 Clinical Trial Required) (PAR-24-132),National Institutes of Health,https://www.grants.gov/search-results-detail/353826,353826,PAR-24-132,04/26/2024,04/05/2027,posted
Small Business Transition Grant for New Entrepreneurs (R41/R42 Clinical Trial Not Allowed) (PAR-24-133),National Institutes of Health,https://www.grants.gov/search-results-detail/353801,353801,PAR-24-133,04/25/2024,04/05/2027,posted
Small Business Transition Grant for New Entrepreneurs (R41/R42 Clinical Trial Required) (PAR-24-134),National Institutes of Health,https://www.grants.gov/search-results-detail/353803,353803,PAR-24-134,04/25/2024,04/05/2027,posted
Small Business Transition Grant for New Entrepreneurs (R43/R44 Clinical Trial Not Allowed) (PAR-24-131),National Institutes of Health,https://www.grants.gov/search-results-detail/353791,353791,PAR-24-131,04/25/2024,04/05/2027,posted
Notice of Intent to Publish a Funding Opportunity Announcement for Impact of Technology and Digital Media Exposure Usage on Child and Adolescent Development (NOT-HD-25-008),National Institutes of Health,https://www.grants.gov/search-results-detail/359070,359070,NOT-HD-25-008,06/25/2025,,forecasted
Forecast to Publish a Funding Opportunity Announcement for Advanced Development of Informatics Technologies for Cancer Research and Management (U24 Clinical Trial Optional) (FOR-CA-25-074),National Institutes of Health,https://www.grants.gov/search-results-detail/359855,359855,FOR-CA-25-074,07/02/2025,,forecasted
Blueprint Neurotherapeutics Network (BPN): Small Molecule Drug Discovery and Development of Disorders of the Nervous System (UG3/UH3 Clinical Trial Optional) (PAR-25-051),National Institutes of Health,https://www.grants.gov/search-results-detail/356531,356531,PAR-25-051,09/25/2024,08/18/2026,posted
"Strengthening and Development of Sustainable Regional Public Health and Epidemiological Workforce Capacity through Collaboration, Program Development, and Implementation (CDC-RFA-JG-26-0108)",Centers for Disease Control-GHC,https://www.grants.gov/search-results-detail/360345,360345,CDC-RFA-JG-26-0108,08/22/2025,,forecasted
Broad Agency Announcement for Fundamental AI Research (W519TC-25-S-0001),Army Contracting Command Rock Island,https://www.grants.gov/search-results-detail/358687,358687,W519TC-25-S-0001,04/16/2025,,forecasted
Magnetic Acceleration Generating New Innovations and Tactical Outcomes (MAGNITO) (DE-FOA-0003590),Advanced Research Projects Agency Energy ,https://www.grants.gov/search-results-detail/360355,360355,DE-FOA-0003590,08/25/2025,09/24/2025,posted
"National Defense Education Program (NDEP) Science, Technology, Engineering, and Mathematics (STEM) Consortia Request for Information (RFI) for the Office of the Under Secretary of Defense (Research &amp; Engineering) (RANDENDEPSTEMFY22RFI)",Department of Defense,https://www.grants.gov/search-results-detail/334905,334905,RANDENDEPSTEMFY22RFI,07/27/2021,,forecasted
"DoD Rare Cancers, Resource and Community Development Award (HT942525RCRPRCDA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358795,358795,HT942525RCRPRCDA,05/01/2025,10/06/2025,posted
SPURRING PROJECTS TO ADVANCE ENERGY RESEARCH AND KNOWLEDGE SWIFTLY (SPARKS) (DE-FOA-0003164),Advanced Research Projects Agency Energy ,https://www.grants.gov/search-results-detail/350952,350952,DE-FOA-0003164,11/09/2023,09/30/2029,posted
NSF National Quantum Virtual Laboratory - Quantum Testbeds (24-586),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/355196,355196,24-586,06/28/2024,04/07/2026,posted
Advanced Technologies and Instrumentation for the Astronomical Sciences (22-627),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/343166,343166,22-627,08/18/2022,11/17/2025,posted
Forecast to Publish a Notice of Funding Opportunity for The Experimental Therapeutics Clinical Trials Network (ETCTN) Pharmacokinetic Resource Laboratory (U24 Clinical Trial Not Allowed) (FOR-CA-25-090),National Institutes of Health,https://www.grants.gov/search-results-detail/359854,359854,FOR-CA-25-090,06/27/2025,,forecasted
Disability and Rehabilitation Engineering (PD-23-5342),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/348795,348795,PD-23-5342,06/18/2023,,posted
Advanced Technological Education (24-584),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/355100,355100,24-584,06/25/2024,10/02/2025,posted
Alzheimer's Drug-Development Program (U01 Clinical Trial Optional) (PAR-25-297),National Institutes of Health,https://www.grants.gov/search-results-detail/357529,357529,PAR-25-297,12/04/2024,11/05/2027,posted
Establishing a Center for the Advancement of Substance Use Disorder (SUD) Pharmacotherapeutics through Training and Preclinical Support (RFA-DA-26-058),National Institutes of Health,https://www.grants.gov/search-results-detail/360380,360380,RFA-DA-26-058,08/28/2025,,forecasted
Community Economic Development Projects (HHS-2025-ACF-OCS-EE-0118),Administration for Children and Families - OCS,https://www.grants.gov/search-results-detail/355604,355604,HHS-2025-ACF-OCS-EE-0118,07/24/2024,,forecasted
Flexible Funding Model-Infrastructure Development and Maintenance for State Manufactured Food Regulatory Programs (U2F) Clinical Trials Not Allowed (FOR-FD-24-009),Food and Drug Administration,https://www.grants.gov/search-results-detail/351132,351132,FOR-FD-24-009,11/24/2023,,forecasted
Mentored Research Scientist Development Award (Parent K01 - Independent Clinical Trial Not Allowed) (PA-24-176),National Institutes of Health,https://www.grants.gov/search-results-detail/353751,353751,PA-24-176,04/24/2024,05/07/2027,posted
Mentored Research Scientist Development Award (Parent K01 Independent Basic Experimental Studies with Humans Required) (PA-24-177),National Institutes of Health,https://www.grants.gov/search-results-detail/353752,353752,PA-24-177,04/24/2024,05/07/2027,posted
Advancement and Innovation in Measurement of Language Development and Predictors (R01 Clinical Trial Not Allowed) (PAR-25-112),National Institutes of Health,https://www.grants.gov/search-results-detail/357186,357186,PAR-25-112,11/18/2024,09/07/2027,posted
Advancement and Innovation in Measurement of Language Development and Predictors (R21 Clinical Trial Not Allowed) (PAR-25-113),National Institutes of Health,https://www.grants.gov/search-results-detail/357187,357187,PAR-25-113,11/18/2024,09/07/2027,posted
DEVCOM ANALYSIS CENTER BROAD AGENCY ANNOUNCEMENT FOR APPLIED RESEARCH (W911NF-23-S-0003),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/345241,345241,W911NF-23-S-0003,01/05/2023,01/04/2028,posted
Pacific Regional Partnership Intermediary Agreement (FA9453-23-R-001),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/346937,346937,FA9453-23-R-001,03/17/2023,,forecasted
LPS Qubit Collaboratory (LQC) (W911NF21S0009),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/332894,332894,W911NF21S0009,04/16/2021,04/30/2026,posted
Commercial Fishing Occupational Safety Research Cooperative Agreement (U01) (RFA-OH-22-005),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/334971,334971,RFA-OH-22-005,07/08/2022,01/31/2028,posted
Embassy Belgrade PAS - University Partnership (SRB10020FO006),U.S. Mission to Serbia,https://www.grants.gov/search-results-detail/327658,327658,SRB10020FO006,06/12/2020,,forecasted
Culture of Research and University Exchanges Prep program (CRUX) in One Health and Agricultural STEM (AFHAR-FY21-01),U.S. Mission to Zimbabwe,https://www.grants.gov/search-results-detail/334092,334092,AFHAR-FY21-01,06/10/2021,,forecasted
"DoD Military Burn, Technology/Therapeutic Development Award (HT942525MBRPTTDA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358800,358800,HT942525MBRPTTDA,05/01/2025,09/08/2025,posted
FY 2021 - 2023 Economic Development RNTA (EDA-HDQ-RNTA-2021),Department of Commerce,https://www.grants.gov/search-results-detail/334079,334079,EDA-HDQ-RNTA-2021,06/09/2021,,posted
BRAIN Initiative: New Technologies and Novel Approaches for Recording and Modulation in the Nervous System (R01 Clinical Trial Not Allowed) (RFA-NS-25-018),National Institutes of Health,https://www.grants.gov/search-results-detail/356511,356511,RFA-NS-25-018,09/24/2024,01/20/2026,posted
U.S. Embassy Djibouti PDS Annual Program Statement (PDS-24-01),U.S. Mission to Djibouti,https://www.grants.gov/search-results-detail/352290,352290,PDS-24-01,02/11/2024,,forecasted
Notice of Funding Opportunity (NOFO) SUSI Civic Engagement and Environmental Issues Selection Process (SPAINNOFOSUSI2023),U.S. Mission to Spain,https://www.grants.gov/search-results-detail/344137,344137,SPAINNOFOSUSI2023,10/21/2022,,forecasted
Cooperative Research Agreements Related to the World Trade Center Health Program (U01) (RFA-OH-26-001),Centers for Disease Control and Prevention - ERA,https://www.grants.gov/search-results-detail/356163,356163,RFA-OH-26-001,08/22/2024,,forecasted
Catalyze: Product Definition  Medical Device Prototype Optimization (R33 - Clinical Trial Not Allowed) (RFA-HL-26-020),National Institutes of Health,https://www.grants.gov/search-results-detail/357340,357340,RFA-HL-26-020,11/22/2024,12/23/2027,posted
Fire Science Innovations through Research and Education (PD-25-345Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/358568,358568,PD-25-345Y,03/16/2025,02/10/2026,posted
NCI Clinical and Translational Exploratory/Developmental Studies (R21 Clinical Trial Optional) (PAR-25-139),National Institutes of Health,https://www.grants.gov/search-results-detail/356950,356950,PAR-25-139,11/04/2024,09/07/2025,posted
"Limited Competition: Small Grant Program for NIAMS K01, K08, K23, and K25 Recipients (R03) (Clinical Trials Not Allowed) (FOR-AR-26-002)",National Institutes of Health,https://www.grants.gov/search-results-detail/358824,358824,FOR-AR-26-002,05/05/2025,,forecasted
Building Interdisciplinary Research Careers in Women's Health (BIRCWH) (K12 Clinical Trial Optional) (RFA-OD-24-013),National Institutes of Health,https://www.grants.gov/search-results-detail/352637,352637,RFA-OD-24-013,02/26/2024,05/28/2026,posted
Atmosphere Cluster (PD-24-7790),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/356538,356538,PD-24-7790,09/26/2024,,posted
Venezuela Annual Program Statement (FY2022VE001),U.S. Mission to Venezuela,https://www.grants.gov/search-results-detail/336439,336439,FY2022VE001,11/05/2021,,forecasted
Venezuela Annual Program Statement (FY-2021VE001),U.S. Mission to Venezuela,https://www.grants.gov/search-results-detail/330548,330548,FY-2021VE001,12/21/2020,,forecasted
EPSCoR Research Infrastructure Improvement Program: EPSCoR Collaborations for Optimizing Research Ecosystems (25-523),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/357725,357725,25-523,12/14/2024,07/21/2026,posted
Transitions to Excellence in Molecular and Cellular Biosciences Research (21-508),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/329329,329329,21-508,10/07/2020,,posted
ECosystem for Leading Innovation in Plasma Science and Engineering (PD-24-110Z),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/351715,351715,PD-24-110Z,01/06/2024,12/05/2025,posted
Mentored Research Scientist Development Award (Parent K01 - Independent Clinical Trial Required) (PA-24-175),National Institutes of Health,https://www.grants.gov/search-results-detail/353749,353749,PA-24-175,04/24/2024,05/07/2027,posted
International Research Scientist Development Award (IRSDA) (K01) Independent Clinical Trial Not Allowed (PAR-24-113),National Institutes of Health,https://www.grants.gov/search-results-detail/351917,351917,PAR-24-113,01/22/2024,03/09/2026,posted
Development of Novel or Improved Infertility Technologies (R61/R33 Clinical Trial Optional) (NOT-HD-25-013),National Institutes of Health,https://www.grants.gov/search-results-detail/359144,359144,NOT-HD-25-013,05/27/2025,,forecasted
Adult-Adolescent Brain Cognitive Development (A-ABCD) Study Renewal-Research Project Sites (U01) (FOR-DA-27-002),National Institutes of Health,https://www.grants.gov/search-results-detail/358885,358885,FOR-DA-27-002,05/28/2025,,forecasted
Training-based Workforce Development for Advanced Cyberinfrastructure  (CyberTraining) (23-520),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/344608,344608,23-520,11/22/2022,01/15/2026,posted
Resource-Related Research Projects for Development of Models and Related Materials for Studying Human Health and Diseases (R24 Clinical Trials Not Allowed) (TEMP-30619),National Institutes of Health,https://www.grants.gov/search-results-detail/359648,359648,TEMP-30619,06/09/2025,,forecasted
"Adult-Adolescent Brain Cognitive Development (A-ABCD) Study Renewal-Data Analysis, Informatics and Resource Center, and Coordinating Center (U24) (FOR-DA-27-007)",National Institutes of Health,https://www.grants.gov/search-results-detail/359275,359275,FOR-DA-27-007,06/06/2025,,forecasted
Limited Competition: Small Grant Program for NHLBI Career Development Recipients (Clinical Trial Optional) (FOR-HL-25-024),National Institutes of Health,https://www.grants.gov/search-results-detail/359675,359675,FOR-HL-25-024,07/18/2025,,forecasted
International Research Scientist Development Award (IRSDA) (K01 Independent Clinical Trial Required) (PAR-24-114),National Institutes of Health,https://www.grants.gov/search-results-detail/351871,351871,PAR-24-114,01/18/2024,03/09/2026,posted
Contraceptive Development Research Centers (P50 Clinical Trial Optional) (RFA-HD-26-004),National Institutes of Health,https://www.grants.gov/search-results-detail/357196,357196,RFA-HD-26-004,11/18/2024,11/12/2025,posted
Catalyze Product Definition  Medical Device prototype design/testing and disease target identification and assay development (R61/R33 - Clinical Trial Not Allowed) (RFA-HL-26-019),National Institutes of Health,https://www.grants.gov/search-results-detail/357339,357339,RFA-HL-26-019,11/22/2024,12/23/2027,posted
Advanced Development and Validation of Emerging Biospecimen Science Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed) (RFA-CA-25-004),National Institutes of Health,https://www.grants.gov/search-results-detail/357737,357737,RFA-CA-25-004,12/16/2024,10/03/2025,posted
Advanced Development and Validation of Emerging Molecular and Cellular Analysis Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed) (RFA-CA-25-002),National Institutes of Health,https://www.grants.gov/search-results-detail/357738,357738,RFA-CA-25-002,12/16/2024,10/03/2025,posted
DEVCOM ARMY RESEARCH LABORATORY BROAD AGENCY ANNOUNCEMENT FOR FOUNDATIONAL RESEARCH (W911NF-23-S-0001),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/344592,344592,W911NF-23-S-0001,11/21/2022,11/20/2027,posted
FY2025 ABPP - Battlefield Interpretation Grant (P25AS00477),National Park Service,https://www.grants.gov/search-results-detail/360361,360361,P25AS00477,08/27/2025,11/25/2025,posted
Climate Program Office for FY 2012 (NOAA-OAR-CPO-2012-2003041),Department of Commerce,https://www.grants.gov/search-results-detail/103313,103313,NOAA-OAR-CPO-2012-2003041,07/06/2011,,posted
FAA Aviation Research Grants Program (20-01),DOT - FAA Aviation Research Grants,https://www.grants.gov/search-results-detail/328902,328902,20-01,09/08/2020,09/07/2027,posted
F25AS00217 Aquatic Invasive Species Grants to Great Lakes Tribes - Fiscal Year 2025 Great Lakes Restoration Initiative (F25AS00217),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/358169,358169,F25AS00217,01/13/2025,12/31/2025,posted
Annual Program Statement (2025VE-001A),U.S. Mission to Venezuela,https://www.grants.gov/search-results-detail/359024,359024,2025VE-001A,05/16/2025,,forecasted
"DoD Rare Cancers, Idea Development Award (HT942525RCRPIDA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358794,358794,HT942525RCRPIDA,05/01/2025,10/06/2025,posted
