Grant Name,Sponsor,Link,Open Date,Deadline,Status,Relevance,EQORE Fit,Ease of Use,Match %,Opp ID,Opportunity Number
Forecast to Publish a Funding Opportunity Announcement for Early-Stage Development of Informatics Technologies for Cancer Research and Management (U01 Clinical Trial Optional) (FOR-CA-25-073),National Institutes of Health,https://www.grants.gov/search-results-detail/359892,07/02/2025,,forecasted,0.5,3.0,4.0,,359892,FOR-CA-25-073
NSF Small Business Innovation Research / Small Business Technology Transfer Fast-Track Pilot Programs (24-582),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/355009,06/18/2024,11/05/2025,posted,1.0,3.0,4.0,,355009,24-582
"National Defense Education Program (NDEP) Science, Technology, Engineering, and Mathematics (STEM) Consortia Request for Information (RFI) for the Office of the Under Secretary of Defense (Research &amp; Engineering) (RANDENDEPSTEMFY22RFI)",Department of Defense,https://www.grants.gov/search-results-detail/334905,07/27/2021,,forecasted,0.5,4.0,4.0,0.0,334905,RANDENDEPSTEMFY22RFI
Biosensing (PD-20-7909),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/320536,09/12/2019,,posted,0.0,3.0,3.0,,320536,PD-20-7909
BRAIN Initiative: New Technologies and Novel Approaches for Recording and Modulation in the Nervous System (R01 Clinical Trial Not Allowed) (RFA-NS-25-018),National Institutes of Health,https://www.grants.gov/search-results-detail/356511,09/24/2024,01/20/2026,posted,0.5,3.0,5.0,,356511,RFA-NS-25-018
Advanced Technologies and Instrumentation for the Astronomical Sciences (22-627),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/343166,08/18/2022,11/17/2025,posted,0.0,3.0,4.0,,343166,22-627
NSF Small Business Innovation Research / Small Business Technology Transfer Phase I Programs (24-579),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/354632,05/31/2024,11/05/2025,posted,1.0,3.0,4.0,,354632,24-579
Biomedical Technology Optimization and Dissemination Center (BTOD)(RM1-Clinical Trial Not Allowed) (PAR-23-110),National Institutes of Health,https://www.grants.gov/search-results-detail/346659,03/07/2023,01/27/2026,posted,0.0,3.0,5.0,,346659,PAR-23-110
Advanced Development and Validation of Emerging Molecular and Cellular Analysis Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed) (RFA-CA-25-002),National Institutes of Health,https://www.grants.gov/search-results-detail/357738,12/16/2024,10/03/2025,posted,0.5,3.0,3.0,,357738,RFA-CA-25-002
Long Range Broad Agency Announcement (BAA) for NSWC Crane (N0016424SNB35),NSWC CRANE - N00164,https://www.grants.gov/search-results-detail/352238,02/08/2024,,posted,0.0,3.0,3.0,,352238,N0016424SNB35
Annual Program Statement (APS) for Fiscal Year 2025 (PAS-TUNIS-FY2025),U.S. Mission to Tunisia,https://www.grants.gov/search-results-detail/359120,06/02/2025,,forecasted,0.0,3.0,4.0,,359120,PAS-TUNIS-FY2025
Pathways to Enable Open-Source Ecosystems (24-606),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/356423,09/14/2024,09/02/2025,posted,0.0,3.0,1.0,,356423,24-606
National Centers for Biomedical Imaging and Bioengineering (NCBIB) (P41 Clinical Trials Optional) (PAR-23-235),National Institutes of Health,https://www.grants.gov/search-results-detail/349618,07/28/2023,09/07/2026,posted,0.0,3.0,5.0,,349618,PAR-23-235
Science of Learning and Augmented Intelligence (SL) (PD-19-127Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/320753,09/19/2019,02/11/2026,posted,0.0,3.0,5.0,,320753,PD-19-127Y
Small Business Translator: MedTech and Digital Health Technologies (FOR-NS-25-017),National Institutes of Health,https://www.grants.gov/search-results-detail/359156,05/28/2025,,forecasted,0.0,3.0,4.0,,359156,FOR-NS-25-017
"NSF Scholarships in Science, Technology, Engineering, and Mathematics Program (25-514)",U.S. National Science Foundation,https://www.grants.gov/search-results-detail/357498,12/03/2024,03/03/2026,posted,0.0,3.0,5.0,,357498,25-514
Notice of Intent to Publish a Funding Opportunity Announcement for Advancing Research on the Application of Digital Health Technology to the Management of Type 2 Diabetes (NOT-DK-26-315),National Institutes of Health,https://www.grants.gov/search-results-detail/359252,06/05/2025,,forecasted,0.5,3.0,4.0,,359252,NOT-DK-26-315
Transformative Non-Invasive/Minimally Invasive Technologies for Imaging the Olfactory System Across Scales (R01 Clinical Trial Optional) (NOT-DC-25-035),National Institutes of Health,https://www.grants.gov/search-results-detail/359696,07/17/2025,,forecasted,0.0,3.0,4.0,,359696,NOT-DC-25-035
Forecast to Publish a Funding Opportunity Announcement for Sustained Support for Informatics Technologies for Cancer Research and Management (U24 Clinical Trial Optional) (FOR-CA-25-075),National Institutes of Health,https://www.grants.gov/search-results-detail/359853,07/02/2025,,forecasted,1.0,3.0,4.0,,359853,FOR-CA-25-075
NSF Small Business Innovation Research  / Small Business Technology Transfer Phase II Programs (24-580),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/354633,05/31/2024,11/05/2025,posted,1.0,3.0,4.0,,354633,24-580
"Development of Resources and Technologies for Enhancing Rigor, Reproducibility, and Translatability of Animal Models in Biomedical Research (R01 Clinical Trial Not Allowed) (PAR-25-076)",National Institutes of Health,https://www.grants.gov/search-results-detail/356850,10/25/2024,09/07/2025,posted,0.5,3.0,1.0,,356850,PAR-25-076
Innovative Biospecimen Science Technologies for Basic and Clinical Cancer Research (R61 Clinical Trial Not Allowed) (RFA-CA-25-003),National Institutes of Health,https://www.grants.gov/search-results-detail/357735,12/16/2024,10/03/2025,posted,0.5,3.0,3.0,,357735,RFA-CA-25-003
Advanced Development and Validation of Emerging Biospecimen Science Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed) (RFA-CA-25-004),National Institutes of Health,https://www.grants.gov/search-results-detail/357737,12/16/2024,10/03/2025,posted,0.5,3.0,3.0,,357737,RFA-CA-25-004
Centers of Research Excellence in Science and Technology - Research Infrastructure for Science and Engineering (24-562),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/359061,05/21/2025,08/07/2026,posted,1.0,3.0,5.0,,359061,24-562
TECHGATE (DFOP0017381),Bureau of Cyberspace and Digital Policy,https://www.grants.gov/search-results-detail/360408,08/29/2025,09/02/2025,posted,0.0,3.0,1.0,,360408,DFOP0017381
UNITED STATES MILITARY ACADEMY Broad Agency Announcement (W911NF-20-S-0008),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/325932,04/01/2020,03/31/2027,posted,0.0,3.0,5.0,,325932,W911NF-20-S-0008
Tactical Behaviors for Autonomous Maneuver (W911NF-22-S-0011),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/339728,04/22/2022,,posted,0.0,3.0,3.0,,339728,W911NF-22-S-0011
FAA Aviation Research Grants Program (20-01),DOT - FAA Aviation Research Grants,https://www.grants.gov/search-results-detail/328902,09/08/2020,09/07/2027,posted,0.5,4.0,5.0,20.0,328902,20-01
FY2025 ABPP - Battlefield Interpretation Grant (P25AS00477),National Park Service,https://www.grants.gov/search-results-detail/360361,08/27/2025,11/25/2025,posted,0.0,3.0,4.0,,360361,P25AS00477
DEVCOM ANALYSIS CENTER BROAD AGENCY ANNOUNCEMENT FOR APPLIED RESEARCH (W911NF-23-S-0003),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/345241,01/05/2023,01/04/2028,posted,0.5,3.0,5.0,,345241,W911NF-23-S-0003
U.S. Mission T&uuml;rkiye Public Diplomacy Grants Program (TR-NOFO-FY25-02),Bureau of European and Eurasian Affairs,https://www.grants.gov/search-results-detail/358883,05/12/2025,,forecasted,0.5,3.0,4.0,,358883,TR-NOFO-FY25-02
Innovation Corps Teams (I-CorpsTM* Teams)  Program (21-552),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/330934,01/15/2021,,posted,0.5,3.0,3.0,,330934,21-552
Fire Science Innovations through Research and Education (PD-25-345Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/358568,03/16/2025,02/10/2026,posted,1.0,3.0,5.0,,358568,PD-25-345Y
GREGoRi Innovation Projects (U01 Clinical Trial Optional) (FOR-HG-25-036),National Institutes of Health,https://www.grants.gov/search-results-detail/359644,06/10/2025,,forecasted,0.5,3.0,4.0,,359644,FOR-HG-25-036
Forecast to Publish a Notice of Funding Opportunity for Small Business Transition Grant For Early Career Scientists (R41/R42 Clinical Trial Not Allowed) (FOR-CA-25-087),National Institutes of Health,https://www.grants.gov/search-results-detail/359724,06/16/2025,,forecasted,0.0,3.0,4.0,,359724,FOR-CA-25-087
Advance Tech Innovation Collaboration Through C-SIPA (DOS-MANAMA-PD-2025-003),U.S. Mission to Bahrain,https://www.grants.gov/search-results-detail/360097,08/03/2025,01/05/2026,posted,1.0,3.0,5.0,,360097,DOS-MANAMA-PD-2025-003
Faculty Early Career Development Program (22-586),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/339594,04/19/2022,07/22/2026,posted,0.0,3.0,5.0,,339594,22-586
Catalyze: Enabling Technologies and Transformative Platforms for HLBS Research (R33 - Clinical Trials Not Allowed) (RFA-HL-26-016),National Institutes of Health,https://www.grants.gov/search-results-detail/357330,11/22/2024,12/23/2027,posted,0.5,3.0,5.0,,357330,RFA-HL-26-016
Development of Novel or Improved Infertility Technologies (R61/R33 Clinical Trial Optional) (NOT-HD-25-013),National Institutes of Health,https://www.grants.gov/search-results-detail/359144,05/27/2025,,forecasted,0.0,3.0,4.0,,359144,NOT-HD-25-013
Forecast for BRAIN Initiative Connectivity across Scales (BRAIN CONNECTS): Specialized Projects for Scalable Technologies (U01 Clinical Trial Not Allowed) (NOT-NS-24-130),National Institutes of Health,https://www.grants.gov/search-results-detail/356205,08/26/2024,,forecasted,0.5,3.0,4.0,,356205,NOT-NS-24-130
Notice of Intent to Publish a Funding Opportunity Announcement: Technology Development to Reduce Health Disparities (R01 Clinical Trial Optional) (NOT-EB-26-001),National Institutes of Health,https://www.grants.gov/search-results-detail/358869,05/21/2025,,forecasted,0.0,3.0,4.0,,358869,NOT-EB-26-001
Notice of Intent to Publish a Funding Opportunity Announcement for Impact of Technology and Digital Media Exposure Usage on Child and Adolescent Development (NOT-HD-25-008),National Institutes of Health,https://www.grants.gov/search-results-detail/359070,06/25/2025,,forecasted,0.0,3.0,4.0,,359070,NOT-HD-25-008
"NHLBI SBIR Phase IIB Small Market Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional) (RFA-HL-26-015)",National Institutes of Health,https://www.grants.gov/search-results-detail/357231,11/18/2024,02/26/2027,posted,0.5,3.0,5.0,,357231,RFA-HL-26-015
Innovative Molecular and Cellular Analysis Technologies for Basic and Clinical Cancer Research (R61 Clinical Trial Not Allowed) (RFA-CA-25-001),National Institutes of Health,https://www.grants.gov/search-results-detail/357734,12/16/2024,10/03/2025,posted,0.5,3.0,3.0,,357734,RFA-CA-25-001
Assistive Technology Act National Activities Data Analysis and Reporting Assistance (HHS-2023-ACL-CIP-ATTA-0039),Administration for Community Living,https://www.grants.gov/search-results-detail/342783,07/28/2022,,forecasted,1.0,3.0,4.0,,342783,HHS-2023-ACL-CIP-ATTA-0039
FY26 Communications and Networking Applied Research (N0001425SBC05),Office of Naval Research,https://www.grants.gov/search-results-detail/359194,05/29/2025,09/26/2025,posted,0.5,3.0,2.0,,359194,N0001425SBC05
Notice of Intent to issue Critical Minerals and Materials Accelerator Notice of Funding Opportunity (DE-FOA-0003588),Golden Field Office,https://www.grants.gov/search-results-detail/360290,08/13/2025,10/13/2025,posted,0.0,3.0,3.0,,360290,DE-FOA-0003588
Defense Production Act Title III Expansion of Domestic Production Capability and Capacity (FA8650-19-S-5010),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/318351,07/12/2019,07/12/2026,posted,1.0,3.0,5.0,,318351,FA8650-19-S-5010
"DoD Military Burn, Technology/Therapeutic Development Award (HT942525MBRPTTDA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358800,05/01/2025,09/08/2025,posted,0.0,3.0,2.0,,358800,HT942525MBRPTTDA
Boosting Innovative GEOINT - Science &amp; Technology  Broad Agency Announcement (BIG-ST BAA) (HM047623BAA0001),National Geospatial-Intelligence Agency ,https://www.grants.gov/search-results-detail/351404,12/15/2023,12/14/2026,posted,0.0,3.0,5.0,,351404,HM047623BAA0001
Biological Technologies (HR001124S0034),DARPA - Biological Technologies Office,https://www.grants.gov/search-results-detail/356403,09/11/2024,09/10/2025,posted,0.0,3.0,2.0,,356403,HR001124S0034
EONS 2018: Appendix E Minority University Research and Education Project (MUREP) for Sustainability and Innovation Collaborative &ndash; (MUSIC)  (NNH18ZHA002N-MUSIC),National Aeronautics and Space Administration,https://www.grants.gov/search-results-detail/300997,02/22/2018,,posted,2.0,3.0,3.0,,300997,NNH18ZHA002N-MUSIC
Research in the Formation of Engineers (PD-24-1340),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/350230,09/17/2023,,posted,0.5,3.0,3.0,,350230,PD-24-1340
Combustion and Fire Systems (PD-23-1407),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/347509,04/14/2023,,posted,0.0,3.0,3.0,,347509,PD-23-1407
Cellular Senescence Network (SenNet):Technology Projects (UG3/UH3 Clinical Trial Not Allowed) (NOT-RM-25-018),National Institutes of Health,https://www.grants.gov/search-results-detail/359168,05/28/2025,,forecasted,0.0,3.0,4.0,,359168,NOT-RM-25-018
"Mind, Machine and Motor Nexus (PD-25-058Y)",U.S. National Science Foundation,https://www.grants.gov/search-results-detail/358682,04/16/2025,,posted,0.0,3.0,3.0,,358682,PD-25-058Y
Law &amp; Science (PD-21-128Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/329432,10/15/2020,,posted,0.0,3.0,3.0,,329432,PD-21-128Y
National Science Foundation Translation to Practice (25-540),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/359966,07/09/2025,09/16/2025,posted,0.0,3.0,2.0,,359966,25-540
US Army Combat Capabilities Development Command Broad Agency Announcement (W911QY25R0023),ACC APG - Natick,https://www.grants.gov/search-results-detail/360012,07/14/2025,02/27/2030,posted,0.0,3.0,5.0,,360012,W911QY25R0023
Manufacturing Systems Integration (PD-23-229Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/345354,01/12/2023,,posted,0.5,3.0,3.0,,345354,PD-23-229Y
Engineering of Biomedical Systems (PD-23-5345),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/348796,06/18/2023,,posted,0.0,3.0,3.0,,348796,PD-23-5345
Joint Center of Excellence for Advanced Materials Research (FAA-COE-JAMS),FAA-COE-JAMS,https://www.grants.gov/search-results-detail/39841,11/01/2023,,posted,0.5,3.0,3.0,20.0,39841,FAA-COE-JAMS
Catalysis (PD-23-1401),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/348932,06/27/2023,,posted,0.0,3.0,3.0,,348932,PD-23-1401
Thermal Transport Processes (PD-23-1406),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/347324,04/05/2023,,posted,0.0,3.0,3.0,,347324,PD-23-1406
Bioengineering Partnerships with Industry (U01 Clinical Trial Optional) (PAR-24-325),National Institutes of Health,https://www.grants.gov/search-results-detail/357019,11/06/2024,09/07/2027,posted,0.0,3.0,5.0,,357019,PAR-24-325
RESTORE Act Centers of Excellence Research Grants Program (GR-RCE-25-001),U.S. Dept. of Treasury RESTORE Act Program,https://www.grants.gov/search-results-detail/356559,09/26/2024,10/31/2025,posted,0.5,3.0,4.0,,356559,GR-RCE-25-001
In Vivo High-Resolution Imaging for Inner Ear Visualization (R01 Clinical Trial optional) (RFA-DC-25-005),National Institutes of Health,https://www.grants.gov/search-results-detail/358022,01/06/2025,10/01/2026,posted,0.0,3.0,5.0,,358022,RFA-DC-25-005
Test Bed: Toward a Network of Programmable Cloud Laboratories (25-541),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/360244,08/05/2025,11/20/2025,posted,0.0,3.0,4.0,,360244,25-541
Technologies for Improving Minority Health and Eliminating Health Disparities (R41/R42- Clinical Trial Optional) (RFA-MD-24-007),National Institutes of Health,https://www.grants.gov/search-results-detail/352883,03/08/2024,12/09/2026,posted,0.0,3.0,5.0,,352883,RFA-MD-24-007
Ocean Technology and Interdisciplinary Coordination (PD-98-1680),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/45793,03/05/2009,02/16/2026,posted,0.0,3.0,5.0,,45793,PD-98-1680
BRAIN Initiative: Preclinical Proof of Concept for Novel Recording and Modulation Technologies in the Human CNS (R18 - Clinical Trial Not Allowed) (RFA-NS-24-031),National Institutes of Health,https://www.grants.gov/search-results-detail/353055,03/19/2024,01/28/2027,posted,0.5,3.0,5.0,,353055,RFA-NS-24-031
"GREGoRi Technology Integration Center (U01, Clinical Trials Optional) (FOR-HG-25-027)",National Institutes of Health,https://www.grants.gov/search-results-detail/359280,06/06/2025,,forecasted,0.0,3.0,4.0,,359280,FOR-HG-25-027
Forecast for BRAIN Initiative: Research Resource Grants for Technology Integration and Dissemination (U24 Clinical Trial Not Allowed) (FOR-NS-25-001),National Institutes of Health,https://www.grants.gov/search-results-detail/358859,05/09/2025,,forecasted,1.0,3.0,4.0,,358859,FOR-NS-25-001
"Research on the Science and Technology Enterprise: Indicators, Statistics, and Methods (NCSES S&amp;T) (24-587)",U.S. National Science Foundation,https://www.grants.gov/search-results-detail/355219,07/01/2024,01/20/2026,posted,0.5,3.0,5.0,,355219,24-587
Novel Experiential Technologies Assisting Individual Learning (NExT AI) Hubs (FOR-HD-25-020),National Institutes of Health,https://www.grants.gov/search-results-detail/359949,07/08/2025,,forecasted,0.5,3.0,4.0,,359949,FOR-HD-25-020
Revision Applications for Incorporation of Novel NCI-Supported Technology to Accelerate Cancer Research (P50 Clinical Trial Optional) (RFA-CA-25-007),National Institutes of Health,https://www.grants.gov/search-results-detail/357959,12/31/2024,10/03/2025,posted,0.5,3.0,3.0,,357959,RFA-CA-25-007
"Topical Workshops, Symposiums, and Conferences (TWSC-24) in Space and Earth Sciences and Technology (NNH24ZDA002N)",NASA Headquarters,https://www.grants.gov/search-results-detail/350581,10/13/2023,11/30/2026,posted,0.0,3.0,5.0,,350581,NNH24ZDA002N
Mobile Health: Technology and Outcomes in Low and Middle Income Countries (R21/R33 - Clinical Trial Optional) (PAR-25-242),National Institutes of Health,https://www.grants.gov/search-results-detail/357527,12/04/2024,03/20/2026,posted,0.0,3.0,5.0,,357527,PAR-25-242
Revision Applications for Incorporation of Novel NCI-Supported Technology to Accelerate Cancer Research (R01 Clinical Trial Optional) (RFA-CA-25-005),National Institutes of Health,https://www.grants.gov/search-results-detail/357957,12/31/2024,10/03/2025,posted,0.5,3.0,3.0,,357957,RFA-CA-25-005
Revision Applications for Incorporation of Novel NCI- Supported Technology to Accelerate Cancer Research (U01 Clinical Trial Optional) (RFA-CA-25-006),National Institutes of Health,https://www.grants.gov/search-results-detail/357960,12/31/2024,10/03/2025,posted,0.5,3.0,3.0,,357960,RFA-CA-25-006
Science and Technology Studies (22-629),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/343285,08/27/2022,02/02/2026,posted,0.0,3.0,5.0,,343285,22-629
Continuing Human Enabling Enhancing Restoring and Sustaining (FA238424S2233),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/360258,08/07/2025,08/22/2044,posted,1.0,3.0,5.0,,360258,FA238424S2233
Fiscal Year (FY) 2026 Department of the Navy (DoN) Historically Black Colleges and Universities/Minority Institutions (HBCU/MI) Program (N0001425SF005),Office of Naval Research,https://www.grants.gov/search-results-detail/359909,07/02/2025,12/12/2025,posted,0.5,3.0,4.0,,359909,N0001425SF005
Pacific Regional Partnership Intermediary Agreement (FA9453-23-R-001),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/346937,03/17/2023,,forecasted,1.0,3.0,4.0,,346937,FA9453-23-R-001
