Grant Name,Sponsor,Link,Opp ID,Opportunity Number,Open Date,Deadline,Status
Small Business Transition Grant for New Entrepreneurs (R43/R44 Clinical Trial Not Allowed) (PAR-24-131),National Institutes of Health,https://www.grants.gov/search-results-detail/353791,353791,PAR-24-131,04/25/2024,04/05/2027,posted
NSF Small Business Innovation Research / Small Business Technology Transfer Phase I Programs (24-579),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/354632,354632,24-579,05/31/2024,11/05/2025,posted
NSF Small Business Innovation Research  / Small Business Technology Transfer Phase II Programs (24-580),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/354633,354633,24-580,05/31/2024,11/05/2025,posted
Dairy Business Innovation Initiatives Program (DBI) Fiscal Year 2025 (USDA-AMS-TM-DBI-G-25-0008),Agricultural Marketing Service,https://www.grants.gov/search-results-detail/360013,360013,USDA-AMS-TM-DBI-G-25-0008,07/14/2025,09/09/2025,posted
Supplemental Opportunity for SBIR/STTR Memberships in I/UCRCs (PD-09-5761),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/50283,50283,PD-09-5761,11/18/2009,,posted
EONS 2018: Appendix E Minority University Research and Education Project (MUREP) for Sustainability and Innovation Collaborative &ndash; (MUSIC)  (NNH18ZHA002N-MUSIC),National Aeronautics and Space Administration,https://www.grants.gov/search-results-detail/300997,300997,NNH18ZHA002N-MUSIC,02/22/2018,,posted
U.S. Embassy Praia Ambassador&rsquo;s Special Self-Help (SSH) Program (AFPRA-20-04),U.S. Mission to Cape Verde,https://www.grants.gov/search-results-detail/325599,325599,AFPRA-20-04,03/19/2020,,posted
"NSF Scholarships in Science, Technology, Engineering, and Mathematics Program (25-514)",U.S. National Science Foundation,https://www.grants.gov/search-results-detail/357498,357498,25-514,12/03/2024,03/03/2026,posted
"NIH, CDC and FDA Small Business Innovation Research Grant (Parent SBIR [R43/R44] Clinical Trial Not Allowed) (FOR-OD-26-001)",National Institutes of Health,https://www.grants.gov/search-results-detail/359671,359671,FOR-OD-26-001,06/18/2025,,forecasted
NIH Small Business Technology Transfer Grant (Parent STTR [R41/R42] Clinical Trial Not Allowed) (FOR-OD-26-003),National Institutes of Health,https://www.grants.gov/search-results-detail/359757,359757,FOR-OD-26-003,06/18/2025,,forecasted
NIH and CDC Small Business Innovation Research Grant (Parent SBIR [R43/R44] Clinical Trial Required) (FOR-OD-26-002),National Institutes of Health,https://www.grants.gov/search-results-detail/359758,359758,FOR-OD-26-002,06/18/2025,,forecasted
NIH Small Business Technology Transfer Grant (Parent STTR [R41/R42] Clinical Trial Required) (FOR-OD-26-004),National Institutes of Health,https://www.grants.gov/search-results-detail/359670,359670,FOR-OD-26-004,06/10/2025,,forecasted
NINDS Exploratory Clinical Trials for Small Business (R41/R42 Clinical Trial Required) (PAR-24-044),National Institutes of Health,https://www.grants.gov/search-results-detail/351150,351150,PAR-24-044,11/27/2023,09/05/2026,posted
NINDS Exploratory Clinical Trials for Small Business (R43/R44 Clinical Trial Required) (PAR-23-311),National Institutes of Health,https://www.grants.gov/search-results-detail/351149,351149,PAR-23-311,11/27/2023,09/05/2026,posted
NRL Long Range Broad Agency Announcement (BAA) for Basic and Applied Research (N00173-24-S-BA01),Naval Research Laboratory,https://www.grants.gov/search-results-detail/352741,352741,N00173-24-S-BA01,03/01/2024,09/30/2025,posted
Promote Transparency by Enhancing Citizens&rsquo; Access to Information on Public Revenues. (PGO-FY2024-FTIF-01),U.S. Mission to Mauritania,https://www.grants.gov/search-results-detail/360246,360246,PGO-FY2024-FTIF-01,08/06/2025,09/08/2025,posted
Annual Program Statement (APS) for Fiscal Year 2025 (PAS-TUNIS-FY2025),U.S. Mission to Tunisia,https://www.grants.gov/search-results-detail/359120,359120,PAS-TUNIS-FY2025,06/02/2025,,forecasted
Research and Development (RAD) Directed Energy (RD) University Assistance Instruments (RDK-RAD-FOA-2024),Air Force -- Research Lab,https://www.grants.gov/search-results-detail/355499,355499,RDK-RAD-FOA-2024,07/18/2024,07/18/2029,posted
Naval Engineering Education Consortium (NEEC) Broad Agency Announcement for Fiscal Year 2026 (N00178-26-0001),NSWC Dahlgren,https://www.grants.gov/search-results-detail/360183,360183,N00178-26-0001,07/30/2025,,forecasted
U.S. Embassy Buenos Aires PAS Strategic Programs (PAS-AR200-FY25-05),U.S. Mission to Argentina,https://www.grants.gov/search-results-detail/358695,358695,PAS-AR200-FY25-05,04/17/2025,,forecasted
Innovations for Healthy Living - Improving Minority Health and Eliminating Health Disparities (R43/R44 - Clinical Trial Optional) (RFA-MD-24-006),National Institutes of Health,https://www.grants.gov/search-results-detail/352882,352882,RFA-MD-24-006,03/08/2024,12/09/2026,posted
Technologies for Improving Minority Health and Eliminating Health Disparities (R41/R42- Clinical Trial Optional) (RFA-MD-24-007),National Institutes of Health,https://www.grants.gov/search-results-detail/352883,352883,RFA-MD-24-007,03/08/2024,12/09/2026,posted
"SBIR/STTR Commercialization Readiness Pilot (CRP) Program Technical Assistance and Late Stage Development (SB1, Clinical Trial Not Allowed) (PAR-23-219)",National Institutes of Health,https://www.grants.gov/search-results-detail/349231,349231,PAR-23-219,07/12/2023,09/05/2025,posted
SBIR/STTR Commercialization Readiness Pilot (CRP) Program Technical Assistance and Late Stage Development (SB1 Clinical Trial Required) (PAR-23-220),National Institutes of Health,https://www.grants.gov/search-results-detail/349235,349235,PAR-23-220,07/12/2023,09/05/2025,posted
Community Economic Development Projects (HHS-2025-ACF-OCS-EE-0118),Administration for Children and Families - OCS,https://www.grants.gov/search-results-detail/355604,355604,HHS-2025-ACF-OCS-EE-0118,07/24/2024,,forecasted
NIAID SBIR Phase II Clinical Trial Implementation Cooperative Agreement (U44 Clinical Trial Required) (PAR-24-099),National Institutes of Health,https://www.grants.gov/search-results-detail/352061,352061,PAR-24-099,01/29/2024,01/13/2027,posted
U.S. Embassy Djibouti PDS Annual Program Statement (PDS-24-01),U.S. Mission to Djibouti,https://www.grants.gov/search-results-detail/352290,352290,PDS-24-01,02/11/2024,,forecasted
"NHLBI SBIR Phase IIB Bridge Awards to Accelerate the Commercialization of Technologies for Heart, Lung, Blood, and Sleep Disorders and Diseases (R44 Clinical Trial Optional) (RFA-HL-26-014)",National Institutes of Health,https://www.grants.gov/search-results-detail/357230,357230,RFA-HL-26-014,11/18/2024,02/26/2027,posted
Forecast to Publish a Notice of Funding Opportunity for SBIR Phase IIB Bridge Awards to Accelerate the Development of Cancer-Relevant Technologies Toward Commercialization (R44 Clinical Trial Optional) (FOR-CA-25-086),National Institutes of Health,https://www.grants.gov/search-results-detail/359726,359726,FOR-CA-25-086,06/16/2025,,forecasted
NIEHS Worker Training Program&rsquo;s SBIR E-Learning for HAZMAT and Emergency Response (R43/R44 Clinical Trial Not Allowed) (TEMP-30794),National Institutes of Health,https://www.grants.gov/search-results-detail/358912,358912,TEMP-30794,05/21/2025,,forecasted
SBIR/STTR Commercialization Readiness Pilot (CRP) Program (Parent SB1 Clinical Trial Required) (FOR-OD-26-007),National Institutes of Health,https://www.grants.gov/search-results-detail/359668,359668,FOR-OD-26-007,06/18/2025,,forecasted
SBIR/STTR Commercialization Readiness Pilot (CRP) Program (Parent SB1 Clinical Trial Not Allowed) (FOR-OD-26-006),National Institutes of Health,https://www.grants.gov/search-results-detail/359669,359669,FOR-OD-26-006,06/10/2025,,forecasted
Science of Organizations (PD-11-8031),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/112354,112354,PD-11-8031,08/08/2011,,posted
Pathways to Enable Open-Source Ecosystems (24-606),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/356423,356423,24-606,09/14/2024,09/02/2025,posted
NINDS Renewal Awards of SBIR Phase II Grants (Phase IIB) for Clinical Trials and Clinical Research (R44 Clinical Trial Optional) (PAR-24-221),National Institutes of Health,https://www.grants.gov/search-results-detail/355039,355039,PAR-24-221,06/20/2024,04/05/2027,posted
Alumni Engagement Innovation Fund 2024 (2024-01),U.S. Mission to Latvia,https://www.grants.gov/search-results-detail/350831,350831,2024-01,11/02/2023,,forecasted
Test Bed: Toward a Network of Programmable Cloud Laboratories (25-541),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/360244,360244,25-541,08/05/2025,11/20/2025,posted
"PHS 2024-2 Omnibus Solicitation of the NIH, CDC and FDA for Small Business Innovation Research Grant Applications (Parent SBIR [R43/R44] Clinical Trial Not Allowed) (PA-24-245)",National Institutes of Health,https://www.grants.gov/search-results-detail/355265,355265,PA-24-245,07/03/2024,09/05/2025,posted
PHS 2024-2 Omnibus Solicitation of the NIH for Small Business Technology Transfer Grant Applications (Parent STTR [R41/R42] Clinical Trial Not Allowed) (PA-24-247),National Institutes of Health,https://www.grants.gov/search-results-detail/355259,355259,PA-24-247,07/03/2024,09/05/2025,posted
PHS 2024-2 Omnibus Solicitation of the NIH and CDC for Small Business Innovation Research Grant Applications (Parent SBIR [R43/R44] Clinical Trial Required) (PA-24-246),National Institutes of Health,https://www.grants.gov/search-results-detail/355264,355264,PA-24-246,07/03/2024,09/05/2025,posted
